Index,Text,Grade,Type,bert.2.pred,bert.2.prob.1,bert.2.prob.2,bert.2.prob.3,bert.2.prob.4,bert.2.prob.5
367,"This year, Memorial Day will be celebrated on May 28. On this holiday, we honor the American men and women who have served in past wars. A special animal cemetery in New York honors dogs that helped soldiers in wars.
Dogs helped locate people injured in wars. When specially trained dogs brought a soldier's helmet to rescue workers, they knew the soldier needed help. Dogs also carried messages and supplies during wars.
The Hartsdale Pet Cemetery in Hartsdale, New York, built a memorial to war dogs in 1923. Since then, the cemetery has held a special ceremony each Memorial Day to honor the dogs.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.20319287478923798,0.2780919075012207,0.20314225554466248,0.12516087293624878,0.19041208922863007
162,"Africa has three main habitats. The chart tells about each habitat and lists some animals that live there. Use the chart to answer the questions.
a thick, wet forest in a hot place
a place that gets little or no rain
an open grassland with very few trees
In which habitat does a cobra live?
In which habitat does a rhinoceros live?
Which habitat gets little or no rain?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.23359251022338867,0.23271094262599945,0.16946713626384735,0.17342416942119598,0.19080528616905212
123,"May is Bike Safety Month. During this month, many communities will have activities to teach kids about bike safety. Events often include safety classes and helmet fittings.
Why is it important that your helmet fit well? If it does not fit, it wont protect your head. To work properly, a helmet should be straight on your head and fit snugly. If a helmet is too loose, it can slip to one side.
Riding a bike is a lot of fun, but remember that safety comes first, says Dr. Jamie Freishtat. She is a childrens doctor and a spokesperson for Safe Kids. The group works to prevent childhood injuries. Wear an approved bike helmet that fits properly every single time you get on your bike. Remember this rule: No helmet, no bike.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.2332737296819687,0.20978625118732452,0.17295131087303162,0.17035764455795288,0.21363110840320587
353,"How much do you know about Abraham Lincoln? Fill in the blanks to finish the chart below.
___ ___ ___ ___ ___ ___ 12, 1809
Lincoln ___ ___ ___ ___ ___ ___
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.21966661512851715,0.24014580249786377,0.185867577791214,0.18710775673389435,0.16721221804618835
179,"How much did you learn from reading the issue? Fill in the circle next to the best answer to each question below.
 to decide not to do something
 Who has a charity called the Angel Network?
 How did Rosa Parks make history?
 She would not give up her bus seat.
 She did not pay for a bus ticket.
 How does Robert L. Curbeam Jr. most likely feel about being an astronaut?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.23178131878376007,0.2318601906299591,0.17561660706996918,0.18582864105701447,0.17491331696510315
69,"How can you be ready in case of a fire at home? Learn safety tips and practice! Here are four safety tips you should know.
Smoke alarms save lives. Have an alarm inside and outside each bedroom. You should also have a smoke alarm on every level of the home. Push the test button at least once a month. That will let you know whether the alarm is working.
Fire can spread quickly. Every family needs to be prepared. How? Have a home fire escape plan. Draw the plan and talk about it. The drawing should show two ways out of each room. Those may be doors or windows. Then practice the plan twice a year. Practice during the day and at night.
Choose a safe place outside where everyone will meet. Get out and stay out! Never go back inside a burning building.
Once you are outside, dial 9-1-1 or the number for your fire department.
Why is it important to have a home fire escape plan? How might practicing it help you?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.2515886723995209,0.18909171223640442,0.1556115448474884,0.19036945700645447,0.213338702917099
391,"If you are like most kids, you've probably drawn a picture with crayons. Have you ever wondered how crayons are made?
Crayon wax is melted in pots at the factory. Colored powder called
Colorful hot liquid wax is poured into crayon-shaped holes called
. The liquid wax fills up the molds.
The crayon wax is left to cool. Then it is pushed out of the molds. Hard crayons come out!
It takes about three to five minutes to make a crayon.
Most 2- to 8-year-olds color for about a half hour every day.
Experts say that the smell of a crayon is one of the easiest scents to recognize.
The nickname for worn-down crayons is ""leftolas.""
Most children in the United States will wear down 730 crayons by the time they are 10 years old!
Workers check the hard crayons. Crayons that are not perfect are put aside to be melted in another batch.
Perfect crayons are taken to a machine. It puts a label on each crayon. Finished crayons are sorted by color.
The labeled crayons are placed into boxes, and the tops are closed. The colorful crayons are ready!
What might happen next to a finished box of crayons?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,4,0.2467714548110962,0.2163793444633484,0.15908224880695343,0.11755634099245071,0.26021063327789307
127,"Scientists have never seen a living giant squid. They want to learn more about this huge animal that lives deep in the ocean.
Scientists believe giant squids live about a mile down in the ocean. They live in the coldest, darkest part of the ocean.
Recently, scientists traveled in submarines to look for the giant squid. Even with the light from the submarine, they could not see the huge giant squid.
The sperm whale is the giant squid's only enemy. Scientists attached video cameras to the heads of some sperm whales with suction cups. They hoped the cameras would take pictures of giant squids swimming. The cameras filmed other types of squids, but not the giant squid. For now, the giant squid remains a mystery.
What Does a Giant Squid Look Like?
A giant squid has eight arms and two
. A tentacle is like an arm, except it is much longer.
A giant squid can be 60 feet long and weigh 1,000 pounds.
A giant squid has huge eyes, as big as a kid's head.
A giant squid has a beak that looks somewhat like a parrot's beak.
Debra Ingrao works at Mote Marine Laboratory in Florida. Last year, Debra flew to New Zealand to bring back a dead giant squid to study. She talked to
I love the ocean and want to learn more about the sea animals living in it.
What do you love most about your job?
I enjoy studying sea animals in their natural habitats. [A
is the place where an animal lives.]
Why is studying the giant squid important?
Everything we learn helps us understand the deep sea better.
Should we be afraid of the giant squid?
Its large size is scary! But giant squids don't live where people swim.
What does a giant squid's skin feel like?
The skin is very smooth and a bit slimy.
Do you want to go on a search for a living giant squid in the future?
If I got to go on a search, it would be my wildest dream come true!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.20026469230651855,0.22733448445796967,0.1853865087032318,0.17372404038906097,0.213290274143219
176,"The chart shows how many hurricanes hit the United States from 1851 to 2006. Each row shows how many hurricanes happened in that month. Study the chart. Then choose the correct answer to each question.
1.  Which month had the most hurricanes?
2.  Which month had the fewest hurricanes?
3.  How many more hurricanes hit in June than in November?
4.  What is the total number of hurricanes that hit in October and November?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.2540045976638794,0.20847168564796448,0.16365328431129456,0.18283262848854065,0.19103781878948212
593,"Winter brings different holidays. Many people use lights to celebrate. Look inside to learn how lights brighten the holidays.
Many cultures celebrate the holidays with different traditions. Each tradition uses special lights to mark the celebration.
Diwali is a Hindu holiday. It is festival of lights. People light special lamps and candles celebrate.
Hanukkah is a Jewish holiday. Every evening for eight nights, one candle is lit in a holder called a
Las Posadas is a Latin American holiday, celebrated for nine nights. On the last night people have a parade and carry candles to light their way.
Christmas is a Christian holiday. It is celebrated on December 25. People sing carols, set up mangers, and decorate trees with ornaments and strings of lights.
Ramadan is a Muslim holiday. It is celebrated for one month. During this holiday, people carry special lanterns in the street.
Kwanzaa is an African American holiday. Its name means ""first fruits."" Each night for seven nights, people light a candle in a holder called a
How do you use lights during the holidays?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.21596580743789673,0.2327129989862442,0.18024942278862,0.15154169499874115,0.2195301502943039
533,"U.S. troops in Iraq recently got a new orderto go home. Iraq is a nation in the Middle East. U.S. troops began fighting there in March 2003.
President Barack Obama has called for most U.S. service members to leave Iraq by the end of the year. Our troops in Iraq ... will pack up their gear and board [vehicles] for the journey home, he said.
U.S. troops in Iraq begin their journey home.
During the war, U.S. troops removed Iraqs leader, Saddam Hussein, from power. They also helped the Iraqi people set up a new government.
As of this fall, about 39,000 troops were still stationed in Iraq. Many were training Iraqi soldiers. Others were trying to keep the peace in parts of the country where there is still
About 160 U.S. Marines will stay behind to guard U.S. officials in Iraq. Some politicians worry that there wont be enough troops to protect the young government.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.19654972851276398,0.2670177221298218,0.22245460748672485,0.10645107179880142,0.20752696692943573
264,"Why do some plants and animals die out?
Venice is a famous city in Italy. It is built on small islands. To get around the city, people travel by boat. Over the years, Venice has been sinking slowly into the sea. Water levels are rising and causing flooding. The city needs help to stay above water.
The government of Italy has a plan to save the city from floods. Government officials want to build a system of gates. The gates would block the seawater from flooding the city.
The gates would take about ten years to complete. If the plan is a success, Venice will be saved from being swallowed by the sea.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.19952669739723206,0.2919621765613556,0.20805120468139648,0.11239808052778244,0.18806181848049164
362,"Do you ever wonder what cars will be like in the future? You can bet that they will be much different from the cars of today. They will also be better for the Earth.
President Bush is excited about cars of the future. In a recent speech, he told Americans he wants our country to lead the world in building cars that do not pollute the environment.
Auto companies are currently designing cars that will not run on gasoline. They will use other fuel sources that do not pollute the environment. Those cars may be on the road by the time you are old enough to drive.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.20655308663845062,0.29364606738090515,0.20438946783542633,0.10059929639101028,0.1948121339082718
583,"Talk about a cool birthday gift! In 2009, the
, or showing, scenes from Abraham Lincolns life. The coins are in honor of the U.S. presidents 200th birthday on February 12. The U.S. Mint makes
Officials say it makes cents to redesign the penny. Thats because next year marks the 100th anniversary of the original Lincoln penny design.
We know that Americans really love the penny, U.S. Mint spokesperson Carla Coolman told
. Theres a great [love] for President Lincoln too.
The designs will be featured on the back side of the coins. They will represent different stages of Lincolns life, from his childhood in Kentucky to his presidency. He served as president from 1861 to 1865.
The first Lincoln coin will be released February 12. The rest will be released at later dates. Coin collectors, get ready!
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.18573924899101257,0.2647230625152588,0.19906720519065857,0.17045919597148895,0.18001124262809753
414,"Are you ready for a vacation thats out of this world? Officials in Russia recently announced plans to build a hotel in space.
The four-room hotel will be designed to
or fit, up to seven guests at a time. Rooms will have large windows so people can look down at Earth. The hotel will most likely open for business by 2016, according to Alexander Derechin. He works for the company that will build the space hotel.
Several other businesses are also working to put more people in space. A British airline company is building a shuttle to take visitors into space. It expects the aircraft to be completed by 2012.
That and other shuttles will keep the space hotel busy, says Derechin. Spaceships [for the public] are being built around the world, he says. They will need to fly somewhere.
Theres no hotel in the world like this one!
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.19401492178440094,0.2706685960292816,0.21552060544490814,0.11486601829528809,0.2049298882484436
562,"Scientists recently made an amazing discovery. They found that the tiny island of Sri Lanka is jumping with frogs!
Sri Lanka is located in the Indian Ocean. Scientists discovered more than 100
, or kinds, of frogs living on the island.
quite a bit. ""[The frogs] range in size from about an inch to 4 inches and come in all colors,"" said one scientist. Some of the frogs live in trees. Others live on the leaf-covered ground.
The frog discovery is good news. It leads scientists to believe there may be more frog species in other places around the world.
All trademarks and logos are property of Weekly Reader Corporation.
",1,WRLevel3,1,0.1944020390510559,0.3014054596424103,0.20788653194904327,0.12111177295446396,0.1751941740512848
