Index,Text,Grade,Type,bert.2.pred,bert.2.prob.1,bert.2.prob.2,bert.2.prob.3,bert.2.prob.4,bert.2.prob.5
189,"You probably know that cigarette smoking makes people sick. But did you know that smoking hurts the environment?
Sometimes people drop cigarette butts on the ground. Many beaches in the United States are littered with cigarette butts. When beach cleanups are held, cigarette butts are picked up more often than any other kind of trash.
Cigarette butts can be dangerous. Cigarettes have hundreds of poisons in them. Scientists worry that the poisons could pollute the ocean water.
Cigarette butts can also harm animals. Seabirds will try to eat cigarette butts. The birds think the butts are food. The butts get stuck in the birds' stomachs and make them sick.
Every day, about 3,000 kids start smoking.
The average age a kid starts smoking is 13.
About 46 million adults in the United States smoke.
Smoking-related illnesses kill about 500,000 people each year.
Smoking one cigarette takes about seven minutes off the smoker's life.
On November 16, kids across the United States will scream their lungs out. That's when the Great American SmokeScream will happen. The kids will tell people not to smoke.
You need healthy lungs to breathe and to scream loudly. Keep your lungs healthy by not smoking. Use your healthy lungs to tell other people not to smoke.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.22074060142040253,0.3120196759700775,0.2292170375585556,0.09195484966039658,0.14606782793998718
497,"At a school in Hayward, Wisconsin, students learn all of their subjects in Ojibwe (oh-JIHB-way). That is a Native American language.
The alphabet we have is different, says teacher Michelle Haskins. The students call her Bimijiwanikwe (bih-mih-gee-WAH-nee-kway). That is an Ojibwe name. It means flowing water.
dont exist in our language, Haskins explains. We have long and short vowels. An
. We also have double vowels. An
The school is trying to keep the Ojibwe language alive. It is important for the students to learn, says Haskins. Then they can pass it on to their children and grandchildren.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.20772796869277954,0.31247809529304504,0.21013318002223969,0.12327069789171219,0.14639011025428772
299,"Learn about American women who made history. Some did great things long ago. Some are doing great things today.
Althea Gibson was a tennis player. She made history in 1950, at age 23. She became the first African American to play in the U.S. National Tennis Championships. She later became the first African American to win the championships.
Michelle Wie is a golfer. She started playing golf when she was 4 years old. At age 14, she became the youngest player to compete in a Professional Golfers Association tour event. Wie is 19 years old now. She has played against the best golfers in the world.
Clara Barton was a teacher and a nurse. She started the American Red Cross. That is a group that helps people during floods, fires, and other disasters. Barton served as its first president from 1881 to 1904.
Julie Louise Gerberding is a doctor. In 2002, she became the director of the Centers for Disease Control and Prevention. That group helps protect Americans across the country from disease.
Laura Ingalls Wilder was an author. She wrote a series of childrens books about her life.
is one of those books. Wilder won many awards for her stories. In 1974, they were made into a hit television show.
Kate DiCamillo is a childrens author. She has won many awards for her books. One of those books is
In 2005, it was made into a movie. Her newest book is
What do you want to be when you grow up? Why?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.20626814663410187,0.30719658732414246,0.24976135790348053,0.08037220686674118,0.15640166401863098
54,"The table below shows information about the five
or kinds, of rhinos. Choose the answer that completes each sentence or answers each question.
Which of these rhinos is found in Asia?
How many horns does a black rhino have?
How many species of rhinos come from Africa?
Besides the Indian rhino, what other type of rhino has only one horn?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.2537139654159546,0.26723822951316833,0.20519836246967316,0.1285811811685562,0.14526821672916412
289,"The table below shows about how long and how heavy four different dinosaurs were. Look at the table and answer the questions.
Which of the four dinosaurs weighed the most?
Which of the four dinosaurs had the shortest length?
If -saurus means ""lizard"" and brachio- means ""arm,"" then what might Brachiosaurus mean?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.25392523407936096,0.25351887941360474,0.20460601150989532,0.14888417720794678,0.13906560838222504
109,"Fire officials are alarmed. Some lighters are made to look like toys. Parents who think they are toys are buying them for their
children. Kids have started fires when playing with the lighters.
Now fire officials are fighting back. They want to stop the sale of those lighters. This year, Maine became the first state to pass a law to stop the sale of the lighters. Then Tennessee passed a law. Fire officials in Oregon are working to do the same.
Lighters are tools, not toys, says Richard Hoover. He is a spokesperson for the Oregon state fire marshal. A dangerous tool should not look like a toy.
This guitar and the frog (above) are lighters. They are tools for adults, not toys for kids.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.2080923318862915,0.31861448287963867,0.23791849613189697,0.0754062607884407,0.15996840596199036
601,"The map of Egypt shows many of the Egyptian pyramids. Look at the map and the key to answer each question.
What is the name of the long river that flows through Egypt?
The map shows that some of the pyramids were built close to the Nile River. Why might this be true?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.24896201491355896,0.23909716308116913,0.1807677298784256,0.18283388018608093,0.14833912253379822
222,"What are both strong and light? Your bones! Some bones give your body its shape. Without them, you would be as squishy as a jellyfish! Other bones protect parts inside your body. All the bones together make up your
An X-ray lets doctors see the bones inside a persons body.
A babys body has 300 bones. As babies get older, some of those bones grow together. An adult has about 206 bones.
Why might it be important to have bones that are strong and light?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.2392185479402542,0.27643269300460815,0.20229440927505493,0.143875390291214,0.1381790041923523
210,"What is the difference between the two groups?
A reptile is an animal that has hard, dry skin. Turtles are the only reptiles that have shells.
Most reptiles have clawed feet and walk on four legs. Can you name a reptile that has no legs? A snake! Other reptiles include alligators, crocodiles, and lizards.
Most reptiles lay eggs on land. Baby reptiles hatch from the eggs. A leaf-tailed gecko, like the one shown on the cover, lays two eggs at a time. The corn snake lays up to 30 eggs at once! The boa constrictor is a snake that does not lay eggs. It gives birth to baby snakes.
An amphibian is an animal that spends part of its life in water and part on land. Most have smooth, wet skin. Frogs, toads, newts, and salamanders are amphibians.
Most amphibians hatch from eggs. The eggs are usually in or near water. Young amphibians breathe through gills. When they get older, they breathe with lungs. Most adult amphibians live on land.
For example, you young frogs that hatch from eggs are called tadpoles. Tadpoles live in water and move like fish. After they grow legs, they can hop on land.
If you could be any reptile or amphibian, what would you be? Why?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.23594976961612701,0.28720203042030334,0.22082296013832092,0.11418966948986053,0.1418355256319046
205,"invented in 1906 by Frank Henry Fleer
invented in 1948 by George de Mestral
People have been inventing things for years. Paper was invented about 2,000 years ago. The wheel was invented more than 5,000 years ago. What would life be like without paper to write on or bikes to ride? Those inventions have made life easier.
The Wright brothers invented the first airplane in December 1903. That makes 2003 the 100th anniversary! Before the airplane was invented, most people traveled by cars, boats, and trains. Today, airplanes help people travel faster. How do airplanes help you?
Alexander Graham Bell invented the telephone in 1876. Before the telephone was invented, people kept in touch by writing letters or talking in person. Today, the telephone makes it easier for people to talk to one another. How do telephones help you?
The first four-wheeled gas-powered car was invented by Karl Benz in 1891. Before people had cars, they couldn't travel easily. They walked or rode horses for short trips. They took trains or boats for long trips. Today, cars are one of the main ways people travel. How do cars help you?
What are some other inventions that have changed our world?
People worked for years to make the first computer. It was built in 1946. The first computer was called ENIAC. Today, computers are an important part of many people's lives. People use computers as tools to write, get information, and much more. How do computers help you?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.21576105058193207,0.334746390581131,0.21887412667274475,0.08641931414604187,0.1441991925239563
270,"Many people are afraid of sharks. They think sharks are monsters. But one scientist thinks people should not be scared of sharks.
Sharks do not like the taste of people. That's what Dr. Peter Klimley says. Klimley is a scientist who studies sharks. He says sharks would rather eat seals and sea lions than people. Seals and sea lions have a thick layer of fat on them. Eating that fat gives sharks energy. Klimley says people's bodies do not have enough fat to fill up a shark.
Klimley thinks that sharks should be afraid of people. Each year, people kill about 65 million sharks. Some people like to eat shark meat. And some sharks die because they live in water that is polluted.
Klimley says that at least seven kinds of sharks are endangered. The number of those sharks has dropped in the past ten years. Klimley hopes that people will help protect sharks.
There are at least 340 kinds of sharks.
A shark's liver is filled with oil. This oil is lighter than water and keeps the shark from sinking.
Sharks have several rows of teeth. Sharks often lose their teeth while eating. New teeth quickly grow to replace the teeth that are lost.
A shark can swim 3 feet per second.
talked to Dr. Peter Klimley about his work. Here's what he had to say.
Why did you decide to study sharks?
I wanted to study how sharks behave. I wanted to get into their world and learn everything about them.
Why is it important to study sharks?
To me, sharks are a mystery that I wanted to learn more about.
No. Many kinds of sharks are not dangerous. I think sharks bite people by mistake.
Which kind of shark is your favorite?
The hammerhead shark. I have studied the hammerhead for most of my life. I am often called ""Dr. Hammerhead""!
Whiskers' Thinking Page: The Size of a Shark
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.2163526713848114,0.2877170145511627,0.22741501033306122,0.08675608783960342,0.18175922334194183
202,"Hi! My Name is Pam Pollster. This is my pet parakeet, Polly. We live in Polling Place. Polly is a smart bird. In fact, she's so smart, she can count very high numbers. This is good, because I need Polly's help--and yours--with a problem. The problem is that Polling Place needs a new motto. The one we have now is kind of lame. Want to hear it? ""Polling Place. Live Here. It's Nice."" I told you it was lame.
That's why we need a new motto. The town council came up with three choices. Now, it's up to Polly and me to find out which choice people like best.
Polling Place: A Place That's Right on the Numbers.
Polling Place: A Cool Place for Birds!
How are Polly and I going to find out everyone's opinion? It won't be easy.
A few thousand people live in Polling Place. We sure don't have the time to go to every person's house to find out which motto he or she likes. (Besides, my bike has a flat tire and my in-line skates don't fit.)
So what should we do? Well, Polly came up with a great idea. We can poll the people of Polling Place! (Told you she was smart.)
is a way of asking a small part of a large group of people what they think. Then, using math, you can figure out what the larger group is thinking.
Polls are used all the time. In fact, they are really important during elections. (You know, the big thing that's on the news all the time?) Polls are also used to help the government, businesses, and organizations make decisions or plans.
So, what is the first step for our motto poll of Polling Place? Turn the page to find out!
Believe it or not, polling has been around for a long time in the United States. One of the first political polls was done in 1824!
In those days, newspapers asked readers to write in saying the person they liked for president. One newspaper did a poll that said Andrew Jackson would be president. But Jackson didn't get enough votes to win. John Quincy Adams won that election and became our seventh president.
Why was the newspaper wrong? The biggest problem was that only the readers of that one newspaper took part in the poll. It did not show what all people in the U.S. felt.
By the 1960s, polling became more scientific. Such a scientific poll was used by John F. Kennedy during the 1960 presidential election. The poll, done by Louis Harris, figured out what issues people were worried about. For a poll to be scientific, three things must happen.
The people who run a poll need to get a sample of people. A
is a small part of a larger group of people. A sample for a poll must include ALL types of people, like boys and girls, young and old. Also, no one can know who is going to get picked for a poll's sample. And no one can volunteer to take part in a poll.
A poll's questions must be thought out. The questions need to be
. That means the questions don't lead people to answer one way or another.
Finally, experts, sometimes with the help of math, study the
, or people's answers. Then they put the data into charts so that it is easier for everyone to understand.
It's as Easy as One, Two, Three
So how did Polly and I poll the people of Polling Place? Here's how we did it.
The first step was to figure out the subject of the poll. That was easy! We wrote down the following on a piece of paper:
As a resident of Polling Place, which new town motto do you prefer?
Polling Place: A Place That's Right on the Numbers.
Polling Place: A Cool Place for Birds!
The tough part of polling is figuring out how to ask people our questions and get their answers. One way is to send people out to ask our questions. Another is to call people on the telephone. The Internet is also another way of polling. Polly and I decided to go out and ask a sample of all kinds of people.
We now have our data from the people of Polling Place! Next we will put it together into a chart.
Which motto did the people of Polling Place like best?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,4,0.17828908562660217,0.16657845675945282,0.19604134559631348,0.11710707098245621,0.34198400378227234
254,"Students raise their voices over green beans.
Lunch is now much tastier at Wright Elementary School in Nevada. The menu changed, thanks to a class of second graders.
The students did not like eating green beans. What did they do about it? They wrote letters to the school's food service.
""The food is great, but there's one problem. The kids don't like green beans,"" wrote one student. Another letter said, ""We love lunch, but we were wondering if you can pretty please change the green beans.""
The food service officials read all the letters. They asked the kids for their help. Read the steps below to see how students changed the lunch menu. Now all the kids can enjoy the new vegetable choices.
How many colors do you eat? Brightly colored fruits and vegetables are healthy. Experts say kids should eat a rainbow of colors. Each color helps the body in a different way. Read the chart to learn more.
Along with fruits and vegetables, what are other healthy foods? Why is eating healthy food important?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.22159108519554138,0.3091638386249542,0.2172084003686905,0.12045914679765701,0.13157746195793152
3,"Do you like to eat pie on Thanksgiving? The chart below shows the most popular Thanksgiving pies in the United States. Use the information in the chart to answer the questions.
Which type of pie is the most popular?
Which type of pie is the fourth most popular?
What is the ranking for pumpkin pie?
Which kinds of pies are tied with pecan pie?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.2474176585674286,0.27391213178634644,0.18844212591648102,0.14120037853717804,0.14902763068675995
484,"Native Americans invented many things still used today. The chart below shows some of those inventions. Use the chart to answer the questions that follow.
What game was invented by Native Americans?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.24200251698493958,0.2531987726688385,0.19636651873588562,0.16409383714199066,0.14433833956718445
186,"Learn to tell the difference between the two.
Many people get sick at this time of year. They often catch a cold or the flu. How can you tell those illnesses apart? Each has certain
A symptom is a sign of an illness.
A cold lasts for about a week. It is often
Something that is mild is not strong. A cold usually begins with a sore throat. Then it causes a runny or stuffy nose. People often cough too. Kids may get a slight fever.
The flu can last for weeks. It is much more
than a cold. Something that is severe is serious.
The flu usually begins with a high fever. It can make people very tired and weak. It often causes sore muscles and headaches. It may also cause a cough, a runny nose, and a sore throat.
Colds and the flu pass easily from one person to another. How can you stay healthy? Wash your hands often. Try not to touch your eyes, nose, and mouth. Germs can enter your body through those places. Health experts say kids should also get a flu shot. It protects against the flu.
Why is it important to know the difference between a cold and the flu?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.2320956140756607,0.3061833381652832,0.2171977162361145,0.10548146814107895,0.13904184103012085
486,"Kids can help keep track of monarchs. They can put tags on them. The tags are tiny stickers. Each tag has a number on it. The number shows when and where each monarch was found.
Scientists look for monarchs with the tags. They want to keep track of them. Why? The number of monarchs is getting smaller. People are cutting down plants and trees where the butterflies live. We want to learn about monarchs so we can save them, says scientist Chip Taylor.
You can help put tags on monarchs. Find out more at
Why might scientists want to save monarch butterflies?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.23540166020393372,0.29619327187538147,0.2038874626159668,0.09040839225053787,0.17410928010940552
168,"Spring is the season when most apple trees start to bloom. A blooming apple tree grows flowers. In the spring, the weather gets warmer. Soon apples will grow in the places where the flowers are.
Winter is the season when most apple trees rest. In the winter, the weather is coldest. Apple trees have lost their leaves. The branches stay bare until the next spring.
Summer is the season when apples grow bigger. In the summer, the weather is warmest. The new apples are light green. They are not ready to be picked yet. It takes all summer for an apple to fully grow.
Fall is the season when most apples are ripe. Ripe apples are ready to be picked. In the fall, the weather is cooler. People eat the ripe apples. People make apple juice and applesauce from apples, too.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.2082032710313797,0.3341982960700989,0.21920210123062134,0.10204683244228363,0.13634946942329407
