Index,Text,Grade,Type
420,"The San Francisco Giants baseball team has several four-legged helpers. These furry friends help the team by fetching baseballs.
Six Portuguese (POR-chuh-geez) water dogs joined the Giants baseball team last summer. The dog team is known as B.A.R.K. That stands for Baseball Aquatic Retrieval Korps.
B.A.R.K.'s job is to bring back home-run balls that go out of the ballpark. But this is not as easy as it sounds. The Giant's ballpark is right next to San Francisco Bay in California. Home-run balls hit to right field usually go into the bay.
The B.A.R.K. team rides around the bay in a motorboat. When a ball lands in the bay, a B.A.R.K. dog dives into the water and brings back the ball.
The Giants founded the dog team with help from Pets In Need, a local animal shelter. During baseball games, workers from Pets In Need are at the ballpark trying to find homes for the shelter's animals. Pets In Need also sells the home-run balls to fans and uses the money to help its animals.
Besides being among America's favorite pets, some dogs have jobs.
Specially trained dogs work for the U.S. government. They can sniff out illegal drugs in suitcases.
Some dogs live in or visit nursing homes and help the people who live there feel better.
An Air Force base in Delaware became home to too many birds. The birds were getting in the way of the base's airplanes, so dogs were hired to shoo the birds away.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
52,"Lava is flowing out of a volcano in Hawaii. The volcano is named Kilauea (kee-lah-WAY-ah). It is one of the worlds most active volcanoes. It has been erupting for more than 25 years!
Scientists are keeping a close watch on Kilauea. They want to make sure people living nearby are safe.
The lava from Kilauea goes into the Pacific Ocean. The lava cools. Then, it hardens into rock. The rock forms new land over time.
Many people visit Kilauea each year. This is one of the few places in the world where you can get really close to an actively erupting volcano, says scientist Jim Kauahikaua (koh-wah-hee-KOH-wah). Its really cool.
How might scientists know when a volcano is going to erupt?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
372,"Turn down the music! A new study shows that many young people have hearing damage. Health experts say one likely cause is MP3 players. Why? The music players send loud sounds straight into the ears.
They are tiny nerve endings in the inner ear. If a sound is loud enough, the damage can be
How can you tell whether your music is too loud? While listening to music, you should be able to hear someone talking from a few feet away. You can also ask friends whether they can hear music from your earphones. If they say yes, turn it down.
What else can you do to protect your hearing?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
465,"Imagine having to quit school to help your family earn money. Or think about what it might be like to be in a class with 49 other students and only one teacher.
Kids in some countries must deal with problems like those. But a special worldwide organization is trying to help them.
UNICEF helps children around the world. One way it helps is by providing schools and supplies. Three of the countries where UNICEF helps with education are Colombia, in South America, Rwanda (ruh-WAHN-duh), in Africa, and Thailand (TIGH-land), in Southeast Asia.
Those countries are probably far from where you live. Have you ever wondered what it might be like to go to school in another country?
In Colombia, the government requires kids to go to school for at least five years. Some people are poor and must work hard to survive. Some children must quit school to help their parents earn money.
With UNICEF's help, Colombia's government is creating a special school for those children. The students learn at their own pace and attend when they can. They have a small library and a garden where they grow vegetables.
One or two teachers must teach all the students, from grades 1 through 5. Students of the same age work together in small groups, helping one another learn.
Children in Rwanda must go to school from ages 7 to 15. But there is not enough space in some schools in Rwanda to fit all the students. Some students cannot afford to buy the uniforms and notebooks they must have to go to school.
To help solve those problems, UNICEF has created a special program called Schools-in-a-Box. Each box contains school supplies, workbooks, and learning games. When teachers use the Schools-in-a-Box, kids can be taught wherever they are.
Children in Thailand must go to school for six years. Though school is free, some families cannot afford to buy the uniforms children must wear to school.
Some classrooms in Thailand have as many as 50 kids and only one teacher! Often, children of all ages are in the same grade. The children must share the few books and school supplies that are in the school.
But UNICEF is working to help these people. The organization has built Village Education Centers in parts of Thailand. At night, adults gather there and take classes. During the day, the buildings are schools for children.
UNICEF is an organization that works to help children all over the world. UNICEF tries to provide health care, nutritious food, clean water, and an education for all children. The organization raises money and talks to world governments about helping children.
You can learn more about UNICEF and what you can do to help kids in other countries at UNICEF's Web site
Whiskers' Thinking Page: How Do You Get to School?
Whiskers' Thinking Page: How Do You Get to School?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
19,"Many holidays take place toward the end of the year. People often use lights as part of the celebrations.
is a Christian holiday. It is celebrated each year on December 25. People decorate evergreen trees with lights. Some people also hang lights on the outside of their homes.
, also called Deepavali, is a Hindu holiday. It lasts for five days. The holiday is known as a festival of lights. People decorate their homes with lights, oil lamps, and candles.
is a Jewish holiday. It is also called a festival of lights. The holiday is celebrated for eight days. Each night, people light colorful candles in holders called menorahs.
is an African American celebration of African culture. It lasts a week. People light candles in holders called kinaras. The candles are black, green, and red.
is a Mexican holiday. It is celebrated for nine days and ends on Christmas. Each night, people hold candles and sing while they walk through their neighborhoods.
is a Muslim holiday that lasts a month. People decorate their homes with special lanterns. They are usually made of colorful glass. Children may also carry lanterns in the street.
Why do you think lights are used as part of holiday celebrations?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
524,"The picture below shows the underside of a black widow spider. Read about its parts. Then answer the questions.
How many legs does a spider have?
Which body part does a spider use to touch things?
How can some spiders be helpful? How can they be harmful?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
154,"in China. A fossil is the remains of an animal or a plant that lived long ago.
The spider lived 165 million years ago. Dinosaurs ruled Earth at that time. Spider fossils that old are
That means people have found very few of them.
This spider belongs to a family of spiders that is still alive today, says scientist Paul Selden. He studied the fossil. They are found in the United States and Mexico.
The spider fossil (above) is in great condition, says Selden.
How might scientists have felt when they found the fossil?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
317,"You probably know that exercise is good for your body. But would you run all the way across the country to show kids that exercise is healthful? During the summer, Stu Mittleman ran from California to New York in 57 days. Mittleman covered 3,000 miles, or about 52 miles a day, in his journey through 11 states.
Mittleman hopes his run will show kids ""the importance of healthy daily activity.""
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
96,"Do you wear headgear when you play soccer? Some parents think you should. That is because many kids use their heads to hit soccer balls. This is called ""heading.""
Some doctors say that heading can hurt your brain. A group of parents has made special helmets and headbands to protect kids' heads. A middle school in Wisconsin is having its soccer team wear the special headgear while playing soccer.
Soccer coaches give these tips for safely heading a ball:
Keep your eyes open and on the ball.
Head the ball with your forehead, which is the thickest part of your skull.
Be careful not to let the ball hit your face.
Be careful not to hit another player instead of the ball.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
354,"The United States is having money trouble. It now costs more than a penny to make a penny. A nickel costs nearly 8 cents to make.
Why are those coins so costly? Copper, nickel, and zinc are metals that are going up in price. Copper and zinc are used to make pennies. Nickel and copper are used in nickels.
Some lawmakers want the U.S Mint to use a cheaper metal: steel. It was used in pennies made in 1943, when there wasnt enough copper. You wont see new steel coins just yet. Other lawmakers first have to agree to the plan.
Some lawmakers want to bring back the steel penny.
The Lincoln penny turns 100 this year. Abraham Lincoln was our countrys 16th president. His picture has been on the penny since 1909.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
