Index,Text,Grade,Type,bert.2.pred,bert.2.prob.1,bert.2.prob.2,bert.2.prob.3,bert.2.prob.4,bert.2.prob.5
276,"A team of 47 scientists went on a trip this past summer. They studied the Arctic Ocean. The scientists left from Alaska on June 25. They stayed in the Arctic for five weeks. They traveled on a ship. It is called the U.S. Coast Guard Cutter
. The ship is an icebreaker. It can break through the Arctic ice.
is built to break through sea ice.
The scientists are studying the sea ice and ocean life. Sea ice floats on top of the water in the winter. 
have shown there is less sea ice in the Arctic now than there was 10 years ago, says Steve Cole. He is a
spokesperson. NASA is the U.S. space agency. We are studying the details of how the sea ice is changing. We want to know how that is affecting life in the ocean.
, or travel around, a planet. People have put satellites into space to take photos of Earth. Why might that be useful?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.726561427116394,0.19730529189109802,0.04272555932402611,0.019417857751250267,0.013989896513521671
111,"The Amazon rain forest is the largest tropical rain forest in the world. A tropical rain forest is a thick, warm, and wet place. The Amazon rain forest is found in South America. The rain forest is home to many animals.
The tallest trees make up the emergent layer. Many birds, such as the
, live here. The Scarlet Macaw is a parrot. It can fly up to 35 miles per hour. It is about 3 feet long. Scarlet Macaws eat fruit, seeds, and nuts.
The next layer is called the canopy. The leaves of the trees in the canopy are very thick. Animals, like the
, live here. The Howler Monkey is very loud. Howlers eat leaves, flowers, fruits, and nuts.
The undertory is the nest layer. Small trees and shrubs grow here. It is cool and dark many insects, such as the
, live here. This Morpho is right blue. Each of its wings can be 3 to 5 inches wide!
The next layer is the forest floor. It is soft, dark, and wet. Many animals, such as the
, live here. Giant Anteaters eat ants and termites. Giant Anteaters catch their food with their long tongues. Their tongues can be 2 feet long!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.773716926574707,0.13815516233444214,0.033457037061452866,0.03592945262789726,0.018741324543952942
89,"An insect's body has three main partsthe head, thorax, and abdomen. Study the diagram of a dragonfly. Then answer the questions below.
1.  On which body part are a dragonfly's antennae?
2.  How many legs does a dragonfly have?
3.  What is the middle part of an insect called?
4.  Which statement below is most likely true?
 The dragonfly is the only insect with a thorax.
A dragonfly's eyes are each made up of 30,000 smaller eyes. That helps a dragonfly see in all directions at the same timeeven behind its own head!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7980250120162964,0.12987954914569855,0.03247372806072235,0.02451561763882637,0.015106233768165112
25,"are in some foods we eat. A calorie is a measure of how much energy you'll get from a food.
Study the table. Then choose the correct answer to each question.
How many calories does an apple have?
How many more calories are in an ounce of cheese than in a spear of broccoli?
If you ate an apple and drank a glass of whole milk, how many calories would you have taken in?
How many fewer calories are in a slice of white bread than in a helping of ham?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.8163792490959167,0.11685140430927277,0.03194981440901756,0.018970686942338943,0.015848733484745026
563,"It took 100,000 people about 20 years to build the Great Pyramid.
It is made of more than 2 million blocks of stone.
Most of the blocks weigh about 6,000 pounds each!
Workers poured water onto the logs so the blocks would roll more easily.
The Earth has many mysteries, or things that are not known or explained. People use science to try to understand those mysteries.
The pyramids are giant tombs, or graves, for Egyptian kings. Pyramids are made of huge stone blocks. Experts know that the Egyptians didn't have the same tools that we have today. So, how were those heavy blocks moved and lifted? Some experts believe that the Egyptians pushed and pulled them into place.
1. Workers cut and shaped the stone into blocks.
2. The workers floated the blocks down the Nile River on big barges.
3. The workers rolled the blocks over logs from the river to the pyramid.
4. The workers built dirt ramps so the blocks could be rolled to the top of the pyramid.
5. Workers carefully fit the stone blocks into place on the pyramid.
No one knows for sure what the dinosaurs looked like. Some experts think that dinosaur skin might have looked and felt like the scaly skin of reptiles today.
Experts study how animals today use skin color to survive. Some animals, like the chameleon, can change skin color in order to hide. Experts also say that other animals, like poison arrow frogs, have brightly colored skin to keep away their enemies.
It is likely that dinosaurs also used skin color to survive, say experts. For example, some experts say that Stegosaurus's plates might have changed color and size to scare its enemies.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.6890702247619629,0.2214687168598175,0.051951173692941666,0.02224600315093994,0.015263752080500126
229,"The map shows some volcanoes located in Mexico.
Popocatpetl means ""smoking mountain"" in a language once spoken in Mexico. It is also the name of a Mexican volcano, which people have nicknamed ""Popo."" Mexico is a country just south of the United States.
Late last year, a volcano called Popo erupted. Gases and ash filled the air. No one was hurt by the eruption. Scientists studying Popo knew it was going to erupt. About 50,000 people live in the villages and towns that surround Popo. The scientists warned those people. Many of the residents left their homes before the eruption.
Inside Popo and below Earth's surface, temperatures were about 2,000 degrees Fahrenheit before Popo popped. Scientists from Mexico and the United States used special tools to keep track of what was happening inside Popo. One tool detected that
, or melted rock, was rising inside the volcano.
During eruptions, magma can spill out of openings in volcanoes. The hot, flowing magma is called
when it is outside the volcano. When Popo erupted, only heat, gas, and ashes burst out.
After the eruption, the residents were able to return to their homes. But they are watching for future eruptions.
Lava and ash from volcanoes can harm people. What else might these substances harm?
Popo is almost 18,000 feet high. Last Year's eruption was its biggest in 1,200 years.
About 550 volcanoes have erupted on Earth's surface since people began recording history.
A volcano erupts somewhere on Earth about once a week. Not all eruptions are big, however.
Other planets besides Earth have volcanoes. Mars, Venus, and Mercury have volcanoes.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.4693754315376282,0.37853720784187317,0.1172555685043335,0.020263195037841797,0.014568672515451908
393,"Casey Martin is a professional golfer. But Martin has a disease that makes walking painful for him. So he would like to ride in a golf cart between shots during golf games.
Members of the Professional Golf Association (PGA) think it would be unfair to let Martin ride in a cart. They say that part of the competition in a golf match is walking the golf course. Some matches last four days, and players walk about 25 miles.
Now the U.S. Supreme Court will decide whether Martin can use a golf cart. The Supreme Court is the most important court in the United States. In January, the justices of the Court listened to what Martin and the PGA had to say about using the golf cart. The Court plans to make a decision by July.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.1549389660358429,0.48562052845954895,0.3330279290676117,0.010280338115990162,0.016132209450006485
144,"November 11 is a special day. It is called Veterans Day. On that holiday, Americans honor U.S. veterans. Veterans are men and women who have served in the armed forces. Our country has almost 25 million veterans.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.762690544128418,0.16604501008987427,0.04525838792324066,0.012830640189349651,0.013175470754504204
189,"You probably know that cigarette smoking makes people sick. But did you know that smoking hurts the environment?
Sometimes people drop cigarette butts on the ground. Many beaches in the United States are littered with cigarette butts. When beach cleanups are held, cigarette butts are picked up more often than any other kind of trash.
Cigarette butts can be dangerous. Cigarettes have hundreds of poisons in them. Scientists worry that the poisons could pollute the ocean water.
Cigarette butts can also harm animals. Seabirds will try to eat cigarette butts. The birds think the butts are food. The butts get stuck in the birds' stomachs and make them sick.
Every day, about 3,000 kids start smoking.
The average age a kid starts smoking is 13.
About 46 million adults in the United States smoke.
Smoking-related illnesses kill about 500,000 people each year.
Smoking one cigarette takes about seven minutes off the smoker's life.
On November 16, kids across the United States will scream their lungs out. That's when the Great American SmokeScream will happen. The kids will tell people not to smoke.
You need healthy lungs to breathe and to scream loudly. Keep your lungs healthy by not smoking. Use your healthy lungs to tell other people not to smoke.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7755609154701233,0.14503104984760284,0.04414904862642288,0.017752844840288162,0.01750621385872364
615,"Constitution Day is September 17. That is the day our Constitution was signed. On that day, Americans will celebrate in different ways.
Students will learn about the Constitution at school. In some places, kids and adults will hear people read it aloud. Some kids will sign a copy of the Constitution. How will you celebrate this important day?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7930084466934204,0.13027478754520416,0.03165832906961441,0.028944825753569603,0.016113732010126114
