Index,Text,Grade,Type
497,"At a school in Hayward, Wisconsin, students learn all of their subjects in Ojibwe (oh-JIHB-way). That is a Native American language.
The alphabet we have is different, says teacher Michelle Haskins. The students call her Bimijiwanikwe (bih-mih-gee-WAH-nee-kway). That is an Ojibwe name. It means flowing water.
dont exist in our language, Haskins explains. We have long and short vowels. An
. We also have double vowels. An
The school is trying to keep the Ojibwe language alive. It is important for the students to learn, says Haskins. Then they can pass it on to their children and grandchildren.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
439,"Last November, doctors operated on a clouded leopard named Joe. Joe had not been eating and had trouble walking. A disease was causing fluid to press on Joe's brain. This disease can also happen to cats, dogs, and humans. A two-hour operation saved Joe's life.
Joe is special because he is an endangered species. He is one of only a few hundred clouded leopards in the world.
Joe lives in Texas at the Fort Worth Zoo. He is often taken out of the zoo to visit people at schools and churches. A
, or animal doctor, at the zoo said Joe is ""part of the family.""
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
318,"This map shows where each room in Whiskers's school is found. Look at the picture map. Use the map to answer the questions below.
If Whiskers is in second grade, who is his teacher?
If Squeaky feels sick, who will take care of him?
If Quacker needs help in the lunchroom, which grown-up will be there?
How many grades are in Whiskers's school?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
394,"The table shows five types of bats. The measurements show each bat's
. A wingspan is the distance between the tip of one wing and the tip of the other wing. Choose the answer to each question below.
Which bat's wingspan is about 1/2 inch longer than the greater horseshoe bat's?
How long is the Jamaican fruit bat's wingspan?
'Bat Lady' to the Rescue!: Lollar is Batty About Bats!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
210,"What is the difference between the two groups?
A reptile is an animal that has hard, dry skin. Turtles are the only reptiles that have shells.
Most reptiles have clawed feet and walk on four legs. Can you name a reptile that has no legs? A snake! Other reptiles include alligators, crocodiles, and lizards.
Most reptiles lay eggs on land. Baby reptiles hatch from the eggs. A leaf-tailed gecko, like the one shown on the cover, lays two eggs at a time. The corn snake lays up to 30 eggs at once! The boa constrictor is a snake that does not lay eggs. It gives birth to baby snakes.
An amphibian is an animal that spends part of its life in water and part on land. Most have smooth, wet skin. Frogs, toads, newts, and salamanders are amphibians.
Most amphibians hatch from eggs. The eggs are usually in or near water. Young amphibians breathe through gills. When they get older, they breathe with lungs. Most adult amphibians live on land.
For example, you young frogs that hatch from eggs are called tadpoles. Tadpoles live in water and move like fish. After they grow legs, they can hop on land.
If you could be any reptile or amphibian, what would you be? Why?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
629,"A bat hangs upside down while it sleeps. Read about someone who hangs with bats.
This man is not a superhero, but he knows a lot about bats.
Meet Joseph DAngeli, New Jerseys very own bat man. DAngeli is a
(kigh-rop-TAH-luh-jist), or a person who studies bats. He keeps about 19 bats as pets in his home. He learns about the bats by watching them.
DAngeli wanted to be a bat scientist when he was young. ""When I was a teen, I loved watching bats everywhereat zoos, out in the wild, on TV, everywhere,"" says DAngeli.
animals. They are active at night. Many people are afraid of these night creatures. DAngeli teaches people that some bats are shy, loving, and even helpful!
Mammals are warm-blooded animals that have hair on their bodies.
Some people put bat houses in their yards. Bats eat pesky insects.
Some bats eat fruits. They help plants grow by dropping the seeds in different places.
Bats sleep upside down. Their home is called a
Bat babies are called pups. Female bats feed their babies milk from their bodies.
Besides bats, what animals come out only at night?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
349,"November 11 is Veterans Day. On that holiday, Americans honor U.S. veterans. Veterans are men and women who have served in the military for our country.
Many cities will hold events to honor veterans. The oldest and largest celebration is held in Birmingham, Alabama, each year. Veterans from all over the country attend. Events include an awards dinner and a parade. We want to thank our veterans for their service, says event planner Bill Voigt.
Why is it important to honor our veterans?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
628,"In the Chinese calendar, each year is named for a different animal. Look at the 12 animals on the chart. You can see that 2007 is the Year of the Pig. Use the chart to answer the questions below.
 The chart shows __________ as symbols for years.
      books
      children
      animals
 The year 2011 will be the Year of the ___________.
      Ram
      Rabbit
      Snake
 The next Year of the Dragon will be __________.
      2008
      2010
      2012
 The year 2010 will be the Year of the __________.
      Tiger
      Rooster
      Ram
 The next Year of the Ram will be __________.
      2012
      2015
      2009
 The last Year of the Monkey was __________.
      1999
      2003
      2004
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
546,"About 47 million American kids went back to school in September. Some live in cities that do not have big enough schools for all the kids. Some of those cities do not have space or money to build new schools.
That is why some cities are turning empty shopping malls into schools. Stores become classrooms, and restaurants become lunchrooms. Making a mall into a school is faster and costs less than building a new school.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
173,"Compare a Chicken to a T. rex
and the chicken have in common? A team of scientists say the two animals are related. Recently, the scientists studied a
of that. Proof is anything that can be used to show that something is true.
bone was part of a dinosaur's leg. It is 68 million years old. Scientists found it in Montana in 2003. They cut into the bone and were surprised to find
inside. Protein is a living material that makes up muscle. It is also found inside bone.
Lewis Cantley is a scientist on the research team. ""We were very excited,"" he says. ""No one thought that protein could survive that long.""
Scientists used a special machine to study the protein. They compared it to the proteins in other animals. Chickens were the closest relatives.
Many scientists have long thought that dinosaurs and birds are related. The recent discovery is more proof. ""Previous proof was based on the way the bones looked. This proof is based on protein,"" says Cantley. ""It better supports our beliefs that chickens came from dinosaurs.""
This year, scientists plan to look for more dinosaur bones to study. ""We want to find other dinosaur bones that contain protein,"" says Cantley. ""That would give us even more proof.""
and the chicken were the same size. Would they look related? Take a look at the photos to see for yourself. How are they alike? How are they different?
Compare a Chicken to a T. rex
about 18 feet (or about 17 chickens)
about 40 feet (or about 37 chickens)
10,000 to 14,000 pounds (or about 1,500 chickens)
Why might people want to learn more about dinosaurs?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
42,"You cant see them, but millions of pieces of junk are flying around Earth. The junk is called
(deh-BREE). It includes parts of old satellites. The largest piece of debris is part of a rocket about the size of a car. The tiniest pieces are flecks of paint.
The debris can damage working satellites. It can also hit old satellites and break them apart. That creates more space trash.
Scientists are tracking the pieces of debris in space. However, that is not easy. All working satellites and debris are moving very fast, and in all different directions, says NASA scientist Nicholas Johnson. NASA is the U.S. space agency.
Can scientists solve the space junk problem? Countries around the world have agreed to reduce the amount of new space junk, says Johnson. We are working on getting rid of the old stuff, but we havent figured out how yet. The good news is that we caught this before it started to get out of hand.
The dots show objects in Earths orbit that are being tracked by scientists.
How might people solve the space junk problem?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
333,"Follow these four tips for a healthy smile.
Say cheese! Healthy teeth make you look and feel great. They help you chew food. Your teeth also help you speak clearly. Say the word
. Notice that you need your teeth to say the
Taking care of your teeth is important. It keeps
from building up. Plaque is a sticky film that can cause gum disease and
A cavity is a hole in a tooth.
Dentists say to follow these tips to keep your teeth and gums healthy.
 Brush twice a day with a soft toothbrush. Make sure you brush for two to three minutes. Hum a song to time yourself. You can also brush your tongue. That will help freshen your breath. Get a new toothbrush every three to four months.
 Floss gently once a day. That cleans between your teeth. Dont forget to floss behind the last tooth in each row. Ask an adult if you need help.
 Visit a dentist twice a year. Your dentist will clean your teeth and make sure they are healthy.
 Eat foods that are good for you. They include fresh fruits and vegetables.
Along with taking care of your teeth, what are some other ways to keep your body healthy?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
158,"What is life like in the Arctic?
The Arctic is cold and windy. Snow and ice cover the ground for most of the year. The
is near the North Pole. A habitat is a place in nature where a plant or an animal normally lives. Bundle up! Meet some animals that live in the Arctic.
The harp seal lives in the water. It can also be found on the ice. The harp seal has thick fur. That helps it stay warm. The seal also has
under its skin. Blubber is fat that protects an animal from the cold.
A harp seal rests with its pup. A pup is a baby seal.
The arctic fox travels on snow and ice. It has thick, white fur in the winter. The fur acts as
(KA-muh-flahzh). It helps the animal match its surroundings. The fox uses its bushy tail as a warm cover. The fox can curl its tail around its face.
The polar bear spends much of its time on the ice. It hunts for seals through holes in the ice. The polar bear can swim too. A layer of blubber keeps the bear warm. It also has thick, white fur. The fur blends in with the snow. That helps the polar bear sneak up on seals.
Why might it be helpful for an animal to match its surroundings?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
518,"Move over, extra-cheese pizza! Now some schools are making healthier choices.
Former President Bill Clinton has teamed up with about 200 U.S. schools to fight childhood
Obesity is the state of being very overweight. Now some schools are offering healthy foods and regular exercise to students. Clinton plans to reward participating schools.
Teachers are excited about this program. ""I wanted to educate parents and children on the healthy choices they can make,"" says Lillie Carter, principal of a participating school in Arkansas. ""There
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
122,"Forget computers and video games! Two hundred years ago, kids played games such as
. In that game, kids raced wooden hoops. Read below to learn about a kid's life long ago.
During the day, children learned reading, writing, and math at school. Most schoolhouses had one room and one teacher. Students of all ages were in the same classroom.
After school, children had to do chores. Boys usually worked with their fathers in barns and fields. Girls usually worked with their mothers, cooking and sewing.
Library of Congress, Prints & Photographs Division, [reproduction number, LC-DIG-ppmsca-05919]
In colonial times, children often played with wooden blocks.
At night, children spent time with their families. Boys might play with their blocks, and girls might play with their dolls. Most families long ago were made up of many children.
Starting at about age 9, children might learn a
from an expert. A trade is a job, such as furniture making, that requires special skills. A child who learned a trade from an expert was called an
Would you like to have lived long ago? Why or why not?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
454,"The Arctic is feeling the heat. Its sea ice is melting. The ice has been shrinking for more than 30 years, says scientist Mark Serreze. Over the past five years, it has been melting faster and faster.
Serreze works at the National Snow and Ice Data Center, which keeps track of how much snow and ice is on Earth. He predicts, We could be looking at an ice-free Arctic in 2030.
Why is the ice melting? Earth is getting warmer. Scientists say that is because of pollution in the air. As Earths temperature rises, sea ice at the Arctic melts. The animals there will have a hard time, says Serreze.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
