Index,Text,Grade,Type
327,"Groundhogs get ready for a winter rest.
Animals need food to survive. In some places, winter brings cold weather. Food is hard to find. Groundhogs
to survive the winter. When an animal hibernates, it goes into a long, deep sleep.
A groundhog starts to get ready in the fall. It eats a large amount of plants. Its body stores fat. The animal will live off the extra fat in the winter.
. A den is an underground hole. Groundhogs have separate winter and summer dens. Each den has different
When the weather gets colder, the groundhog goes inside a sleeping chamber. It closes the opening with dirt. Then the animal rolls up into a ball and hibernates. The groundhogs body slows down. Its heartbeat slows. Its body temperature drops. Its breathing slows too.
When the weather gets warmer, the groundhog wakes up. It is very hungry! It moves from its winter den to its summer den. The animal eats plants that are growing nearby.
Why might food be harder to find in the winter?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
195,"Welcome to the Amazon Rain Forest 
is in South America. A rain forest is a hot, rainy place. The Amazon is home to thousands of bright, colorful animals.
Meet some of the many amazing animals that call the Amazon rain forest home. Those colorful animals are found from the treetops to the forest floor.
Macaws fly high above the rain forest.
Only the tallest trees make up this layer. Many birds such as
fly high above the rain forest in the open sky.
The tops of rain forest trees form the canopy. The canopy is like the forest roof. Here,
The cool understory is next. Hardly any sun reaches this layer. Here,
hide and sneak through the thick plants.
Jaguars live in the understory of the rain forest.
The forest floor is very dark. The ground is soft and wet. Many of the rain forest's largest animals live here, such as
How can your class celebrate Earth day?
Many rain forests are in danger. Workers cut down trees to make room for farms and roads. That harms rain forest plants and animals.
Earth Day is celebrated on April 22. That day reminds people to protect Earth every day. Some people will raise money to give to groups that help save rain forests.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
598,"or information, about different kinds of dinosaurs. Use the data to answer the questions. Choose your answer.
Which dinosaur weighed 10,000 to 12,000 pounds?
How many of the dinosaurs listed lived in Asia?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
524,"The picture below shows the underside of a black widow spider. Read about its parts. Then answer the questions.
How many legs does a spider have?
Which body part does a spider use to touch things?
How can some spiders be helpful? How can they be harmful?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
385,"Earth Day is April 22. That day reminds people to take care of Earth. Here are some ways you can help.
Lights use electricity. Most electricity we use comes from coal, oil, and gas. When those fuels are burned, they
How can you help? Turn off the lights when you leave a room. Better yetif its daytime, let the sun light up the room.
Landfills are places where people bury trash. They are getting full. Paper takes up the largest amount of space in most landfills.
How can you help? Use both sides of every sheet of paper. Reuse scrap paper in art projects.
your old paper in a recycling bin. When you recycle something, it is made into something new.
Most plastic bags are buried in landfills. Some bags are blown away and end up on beaches and in the ocean. Sea turtles and other ocean animals often mistake the bags for food. Thousands of animals die each year when they eat the bags.
How can you help? If you buy something, dont use plastic bags. Instead, take your own cloth bag to the store. It will reduce the amount of plastic bags being thrown away.
How can you make every day Earth Day?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
319,"People often confuse spiders with insects. The chart below shows some of the differences between spiders and insects. Use the chart to correctly answer each question.
How many legs does an insect have?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
511,"Frogs are disappearing around the world. The frogs are getting a skin
A fungus is a type of plant life that can make animals sick. The disease is spreading. Many frogs are dying. Scientists are trying to figure out how to save the frogs. So far, no one has found a cure for the fungus.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
396,"Your bones are still growing. Exercise helps build strong bones. Do all kinds of exercise build bones? No! That is what a recent study has found. Experts say
activities are best. They take a lot of energy. Light exercise, such as walking, does not help bones.
Experts say running and playing sports help kids build strong bones. Which vigorous activities might help you build strong bones?
Kids should run and play sports, says Jon Tobias. He is the scientist who led the study. Those exercises make you a bit out of breath. They are good at building stronger bones.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
66,"Hundreds of butterflies will spend the winter in New York City. The butterflies will live in the American Museum of Natural History. The museum has a special room for the butterflies. There are trees, grass, and plants in the room.
Many of the butterflies are from warm rain forests in places like Africa and Asia. So the temperature in the butterfly room is kept at 80 degrees Fahrenheit. Powerful lamps shine down from the ceiling like the sun shines in a rain forest.
Visitors to the museum can walk along a pathway through the special room. The butterflies often land on the visitors. People get a close-up look at the butterflies.
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
190,"Many African penguins live on Robben Island. A ship carrying oil sank near the island. The oil spilled into the water and covered thousands of penguins. Oil can make penguins sick, so wildlife workers tried to help them.
In July, wildlife workers rescued African penguins from Robben Island. Robben Island is in the Atlantic Ocean near South Africa. Workers took 14,500 oily penguins to a wildlife center. Each penguin was carefully washed. It took two people about an hour to clean the oil from each of the birds!
Workers took the cleaned penguins to the east coast of South Africa. The penguins were set free in the ocean and swam back to Robben Island. While the penguins were swimming home, workers had time to clean up the spilled oil.
Workers put a special device on a few penguins. The device sent information to a computer. The computer showed exactly where each penguin was on its 560-mile swim home.
Did you know that there are 17 kinds of penguins? Here are just a few:
The emperor penguin is the largest of all penguins. It stands about 4 feet tall and can weigh up to 100 pounds.
The little blue penguin is the smallest penguin. It is only a foot high and weighs less than 2 pounds.
The rockhopper penguin has yellow feathers on its head.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
357,"Amazing Animal News: This Bird Changes Its Tune
A male zebra finch changes his song if a female zebra finch is nearby. A zebra finch is a
. A bird is a warm-blooded animal with feathers on its body.
Can the female tell when the male is singing just to her? A team of scientists recently learned that the answer is yes. They did an experiment using a recording of a male zebra finch singing. They placed female birds between two speakers.
The first speaker played the song of a male zebra finch singing alone. The second speaker played a male singing for a female. Most of the female birds moved closer to the second speaker.
The males make very small changes to their songs, says scientist Sarah C. Woolley. We were excited to learn that the females can notice those changes and that they pay attention to them.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
282,"Bees are insects. Insects have three main body partsthe head, thorax, and abdomen. Read the diagram of the parts of a honeybee, and then answer the questions below.
 The part of a honeybee located between the head and the abdomen is called the
 The antennae are attached to the
 The part of a honeybee that contains the heart, the stomach, and other organs is the
 The legs and wings are attached to the
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
178,"Some animals travel south for the winter.
. They move from one place to another place. Some go by land, others by air, and some by water.
. One large herd lives in Alaska in the spring. They migrate south in the fall when the weather gets colder. They go to Canada. The winter is warmer there, and they can find food more easily.
Many humpback whales go to the Gulf of Alaska in the summer to eat. The whales migrate south in the fall to warmer water near Hawaii. They go there to have their babies.
Monarch butterflies migrate in the fall when the weather gets cool. They go to warmer places to rest for the winter. They start their trip in the United States and Canada. Most fly south to Mexico. In the spring, they return north.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
334,"Much of the continent of Africa is a
. A savanna is an open grassland with few trees. Africa's savanna is home to many different types of animals.
. A habitat is a place where an animal lives. Here are some animals that live in the African savanna.
Lions are big cats with gold-colored fur. Lions are
(KAR-neh-vawrz). Carnivores are meat eaters. Lions live together in a group called a
Elephants are animals with trunks and tusks. Elephants are
(ER-beh-vawrz). Herbivores are plant eaters. Elephants live together in a group called a
Giraffes are the tallest animals in the world. They are plant eaters. Their height helps them reach leaves on tall trees. Giraffes live in a herd of about 10 animals.
Giraffes are the tallest animals in the world.
Warthogs are a type of wild hog. Warthogs are
(AHM-neh-vawrz). Omnivores eat both plants and meat. Female and baby warthogs live in a small group called a
Hippopotamuses are animals that live partly on land and partly in water. They are herbivores that eat mainly grasses. Hippos live in a herd of up to 15 members.
Vultures are birds that live in Africa. What other animals can you name that live in Africa?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
310,"hunt. A fossil is the remains of an animal or plant that lived long ago. Recently, fossil hunters found five
was probably the fiercest dinosaur that lived on Earth.
Scientists say that a recent dino discovery in Montana is unusual. Five
fossils have never been found in one place before.
fossils may be the largest ever found. Scientists will know more after they study the fossils closely.
Some of the fossils are still stuck inside tons of rock. Scientists have removed parts of four of the skeletons. They will free the rest of the fossils next summer when the weather is better in Montana.
Because of the discovery, scientists think the
dinosaur might have been more common than they had thought. That means scientists will probably find many more
A dinosaur named Sue is currently the most famous
Sue's bones are on display at the Field Museum in Chicago, Illinois.
skeleton was named after Sue Hendrickson, who found it in South Dakota in 1990. Sue is the largest and most complete
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
182,"Each fall, monarch butterflies migrate south for the winter.
The orange-and-black butterflies are on the move.
It's time for monarch butterflies to take a trip. Each fall, they
means ""to move from one place to another."" Many monarchs leave Canada and the United States to travel to Mexico. Others go to California, Texas, or Florida.
In the winter, monarchs stay close together on trees. That helps protect them from wind, rain, and cold. The trees look bright orange because they are covered with millions of butterflies!
In the spring, monarchs migrate north. On the way, female monarchs stop to lay eggs. A baby caterpillar hatches from each egg. Many of the new monarch butterflies finish the trip north.
Second graders at Arlington Elementary School in Indiana are ready for a monarch visit. That school has a garden full of milkweed plants. Monarchs can rest, eat, and lay eggs there.
The red lines on the map below show places where monarch butterflies migrate for the winter.
Milkweed is the only type of plant where female monarchs lay their eggs. ""If the milkweed disappears, so do the monarchs!"" says teacher Edie McDonnel.
for the monarchs to eat. Nectar is a sweet liquid. ""Monarchs have to stop and eat along the way,"" McDonnel says.
Why might monarch butterflies need to stay warm in the winter?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
104,"These dormice are getting ready for a long winter sleep. They eat a lot of food. The food helps them
Can you find the dormouse sleeping in the hill?
The dormouse can sleep for six months during the winter. That long sleep is called
(high-ber-NAY-shun). During hibernation, an animals body temperature drops, and its heart rate slows.
Some animals go into such a deep sleep that they cannot be wakened. Others wake for a short time to look for food. Then they quickly fall back to sleep. Hibernating animals wake in the spring, when the weather is warm. They look for food.
How Does a Dormouse Get Ready for the Winter?
It stores food so it can survive without eating.
It gathers grass and leaves to make a nest.
It curls up and sleeps in its nest. When will it wake?
Some animals get ready for the winter in other ways. Those ways help them survive the cold.
to the cold. Their fur changes color to blend in with the snow.
under rocks, leaves, or mud. Sometimes they stay inside logs to keep warm.
Some insects hibernate. When insects hibernate, it is called
During that time, they do not grow.
Besides the dormouse, what animals hibernate in the winter?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
526,"George W. Bush Is Running for President
George W. Bush is running for U.S. President. Bush is a member of the
. The Republican Party is a political group.
When he was a kid, George W. Bush dreamed of becoming a baseball player. Now that he is grown up, Bush's dream is to be the next United States president.
George W. Bush grew up in Midland, Texas. His childhood friends remember him as a class clown.
Since 1995, Bush has been the governor of Texas. Now Bush is running for president. He has chosen Richard Cheney to run for vice president.
Together, Bush and Cheney want to lead our country. On Election Day, voters will decide whether they will get the job.
asked George W. Bush some questions about himself. Here's what he had to say.
Why do you think you would be a good president?
Because I will do what I have promised to do. I [will] bring people together to achieve common goals.
What was your favorite subject in school?
What was your favorite book as a kid?
Do you have any advice for young Americans?
Set high goals and work hard to [reach] them. You can be anything you want to be.
Married to Laura. Twin daughters Barbara and Jenna are 18.
Three cats, named Cowboy, Willie, and Ernie. A dog named Spot.
George W. Bush Is Running for President
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
465,"Imagine having to quit school to help your family earn money. Or think about what it might be like to be in a class with 49 other students and only one teacher.
Kids in some countries must deal with problems like those. But a special worldwide organization is trying to help them.
UNICEF helps children around the world. One way it helps is by providing schools and supplies. Three of the countries where UNICEF helps with education are Colombia, in South America, Rwanda (ruh-WAHN-duh), in Africa, and Thailand (TIGH-land), in Southeast Asia.
Those countries are probably far from where you live. Have you ever wondered what it might be like to go to school in another country?
In Colombia, the government requires kids to go to school for at least five years. Some people are poor and must work hard to survive. Some children must quit school to help their parents earn money.
With UNICEF's help, Colombia's government is creating a special school for those children. The students learn at their own pace and attend when they can. They have a small library and a garden where they grow vegetables.
One or two teachers must teach all the students, from grades 1 through 5. Students of the same age work together in small groups, helping one another learn.
Children in Rwanda must go to school from ages 7 to 15. But there is not enough space in some schools in Rwanda to fit all the students. Some students cannot afford to buy the uniforms and notebooks they must have to go to school.
To help solve those problems, UNICEF has created a special program called Schools-in-a-Box. Each box contains school supplies, workbooks, and learning games. When teachers use the Schools-in-a-Box, kids can be taught wherever they are.
Children in Thailand must go to school for six years. Though school is free, some families cannot afford to buy the uniforms children must wear to school.
Some classrooms in Thailand have as many as 50 kids and only one teacher! Often, children of all ages are in the same grade. The children must share the few books and school supplies that are in the school.
But UNICEF is working to help these people. The organization has built Village Education Centers in parts of Thailand. At night, adults gather there and take classes. During the day, the buildings are schools for children.
UNICEF is an organization that works to help children all over the world. UNICEF tries to provide health care, nutritious food, clean water, and an education for all children. The organization raises money and talks to world governments about helping children.
You can learn more about UNICEF and what you can do to help kids in other countries at UNICEF's Web site
Whiskers' Thinking Page: How Do You Get to School?
Whiskers' Thinking Page: How Do You Get to School?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
440,"is a hole in the outer part of a tooth. The drawing shows some parts of a tooth and a cavity in the tooth. Read about each part, and fill in the blanks below.
National Institute of Dental and Craniofacial Research
the hard, outer layer of a tooth
the bony, main part of a tooth
the center of a tooth, where blood vessels and nerves are found
the part that connects a tooth to the jawbone
A tooth is connected to the jawbone by the _______.
The blood vessels and nerves are found in the _________.
A _______ is a hole in a tooth's enamel.
The hard, outer layer of a tooth is the ________.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
583,"Mark your calendars! Three U.S. holidays take place during the next few months.
Memorial Day honors Americans who died fighting in wars. Some people place flowers or flags on the graves of those men and women.
Americans honor our countrys flag on this holiday. People fly the U.S. flag outside of homes and businesses.
Independence Day is also called the Fourth of July. This holiday celebrates the birthday of our country. Many people go to fireworks shows.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
83,"Deitte (DEE-et) Curry's dog was having trouble breathing. Doctors said the 12-year-old dog was sick. The dog had a weak heart and needed an operation. Doctors put a
in the dog's heart. A pacemaker is a small device that helps the heart beat evenly.
The dog's pacemaker came from a woman who had died. She wanted her pacemaker to help an animal. A pacemaker cannot be used again in a person, but a pacemaker can be used again in an animal.
The dog is healthy now that it has the pacemaker. ""He's as good as new,"" Deitte said. ""He's a puppy all over again!""
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
313,"Kids often share musical instruments. A new study shows they may be sharing more than just a love of music. They may be sharing germs too!
for days. Players blow into them to make sound. The flute and the recorder are wind instruments.
Dr. Stuart Levy led the study. He says, Children should not share musical wind instruments. If they do, the instruments should be washed carefully before being shared.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
503,"Read the poem. Think about what the poet was trying to say.
Answer the questions below by circling the correct words.
loved to swim, skate, and explore nature when she was young. After college she had a poem published in a magazine. She wrote many poems for children. What do you think about when you read this poem?
clocks                 tulips
 Which color are some of the tulips described in the poem?
blue                     pink
L. Hughes         A. Fisher
 In which season does this poem take place?
fall                      spring
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
325,"Here are four safety tips you should know.
Smoke alarms save lives. Have an alarm inside and outside each bedroom. Make sure you have a smoke alarm on every level of the home. Push the test button at least once a month. That will let you know whether the alarm is working.
Fire can spread quickly. Every family needs to be prepared. How? Have a home fire escape plan. Draw the plan, and talk about it. The drawing should show two ways out of each room. Those may be doors or windows. Then practice the plan twice a year. Practice during the day and at night.
Choose a safe place outside where everyone will meet. Get out and stay out! Never go back inside a burning building.
Once you are outside, dial 9-1-1 or the number for your fire department.
Why is it important to have a home fire escape plan? How might practicing it help you?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
