Index,Text,Grade,Type
898,"When thinking about stage design, your starting point should be the
. This should be in your mind at
Find out what the actors you're designing for actually do in the drama. Where do they walk, sit, stand? Do they use areas of the stage separately? Will they be using levels?
how the group will use the stage area.
in which the drama is set. Use your
to find examples of what life was like at the time. Discuss with the actors what the important elements of the piece are, so that your design reflects these.
of the performance area. Make a model of the stage area - take care in scaling down the measurements! Ask a teacher to help, if you're unsure of this.
, made of painted cardboard, on a large sheet of paper marked out with grid lines - it's a simple way to work with your set design. Or use a cardboard box as a model of a proscenium arch set.
so the audience can see as much as possible. Beware of large items of set placed downstage - these can interfere with people's view of the stage.
and early sketches of your set design. These will be useful to show the examiner.
- remember that different colours symbolise different ideas - eg red for danger, white for innocence. If the lighting designer is using coloured gels, work out how this affects the colours of your set. Red, for example, under red lights tends to look washed out, while under blue lights it starts to look dark, almost black. So choose colour with care!
- your set will be strongly affected by lighting choices. You may want to have looming shadows on your set, and will need to plan with the lighting designer to achieve this.
- if the play requires changes of scene, the set will need to be easily moved. Save time through turning an element around, or pushing it off-stage. Whatever you do, keep it simple.
- other groups will be using the stage during the examination, and you may have to make some compromises in your set.
this to the examiner if these affect your final design.
with the major stages of your work outlined. This is a good way to organise your thinking, and you can practice to make sure that your timing is right. To learn about making a slideshow presentation, check out the
are ready for the examiner, with those designs and images not used in the slideshow presentation. Perhaps you could
Have a go at dressing up different characters!
Get creative, go backstage and find drama tips and inspiration.
Technical Aspects of Theatre - The Backstage Information Guides
Technical Aspects of Theatre - Make-Up FX - Lars Carlsson


",5,BitGCSE
7062,"a list of instructions written in a programming language
for maintaining the water level in a fish tank.
stores the highest and lowest acceptable water levels and what action to take if they're exceeded.
The process is continuous and is called a
sensor detects water level is too low
sensor detects water level is too high
Post ideas and discuss ICT and DiDA here.
ICT Dictionaries and Encyclopaedias - Webopedia: Online Computer Dictionary for Internet Terms


",5,BitGCSE
4531,"Write about the use and effect of description in two poems.
are good poems to use if you are talking about description.
When trying to answer a question like this, it is a good idea to look at the poems in turn and note down examples relevant to each criteria the examiner is looking for.
The following tables are an excellent example of how you might plan to tackle this question.
A description of one thing in terms of another - implicitly comparing the two, but without using 'as' or 'like'. 'Sea of troubles', and 'drowning in debt' are metaphors. Something that represents another thing.
Where a phrase or word is repeated several times to emphasise or make a particular point.
An explicit comparison of one thing to another, using the words 'like' or 'as'. 'Sleeping like a log' and 'bright as a button' are similes.
Something that is open to more than one interpretation.
To represent an idea or object as a person, by giving it the characteristics of a person.
The use of symbols - ie, of images or things that represent something else, usually something abstract.
Words strung together with repeated (often initial) consonants, eg Max made many men mad.
means you need to notice where devices or techniques have been used and then suggest why. Every time you notice something about a poem, ask yourself why you noticed it and why the poet used it, then you will start to write good poetry essays.
Throughout the rest of this Revision Bite, you will have the chance to read sample answers and try writing part of the essay yourself. The essay has been broken down into five sections.
Back to Poems from different cultures index
Get some direction with a Bitesize revision map
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
4963,"In May 1926 Britains' miners walked out and in a move of solidarity other industry workers joined them, creating the
general strike in Britain. Was Britain on the verge of a revolution? This Revision Bite will answer this question and more...
: A general strike is called by the Trades Union Congress (TUC) to support the miners in their quarrel with the mine owners, who want to reduce their wages by 13 per cent and increase their shifts from seven to eight hours. Huge numbers of road transport, bus, rail, docks, printing, gas and electricity, building, iron, steel, chemicals and coal workers stay off work. JH Thomas, a trade unionist and MP, says: 'God help us unless the government wins'.
: The government acts aggressively against the strike and tries to exert greater control over the media. It attempts to take control of the BBC and publishes a newspaper - 'The British Gazette'. The government also sends a warship to Newcastle, and recruits 226,000 special policemen.
: Middle-class volunteers get some buses and trains, and the electricity working. A few buses are set on fire, and there are fights between police and strikers in London, Glasgow and Edinburgh. Stanley Baldwin, the prime minister, declares the strike an attack on Britain's democracy.
: Police and strikers clash in Liverpool, Hull and London. The government calls the army to London. It also seizes all supplies of paper, which hinders publication of the TUC's paper, 'The British Worker'. The TUC is embarrassed when Russian trade unionists send a large donation and it is sent back.
: Police make baton-charges on rioting strikers in Glasgow, Hull, Middlesbrough, Newcastle and Preston. The number of volunteers increases. The army escorts food lorries from the London docks. Secretly, JH Thomas has talks with the mine owners.
: The Roman Catholic Church declares the strike 'a sin'.
: Some textile workers join the strike. Strikers in Northumberland derail the Flying Scotsman train. Baldwin declares that Britain is 'threatened with a revolution', and the government arrests 374 Communists.
: The TUC, led by JH Thomas, calls off the strike. The strikers are taken by surprise, but drift back to work.
The miners struggle on alone until November when they are forced to go back to work for less pay and longer hours.
Back to Britain 1905 - 1951 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
7174,"What was Churchill talking about when he mentioned an '
' in his speech at Fulton, Missouri in 1946? This Revision Bite will help you understand how Eastern Europe fell to Communism and became allied to Stalinist Russia.
Twenty million Russians died during the Second World War, so Stalin said he wanted a
of friendly states around Russia to make sure that Russia could never be invaded again.
Stalin was planning the takeover of Eastern Europe. During the war, Communists from the occupied countries of Eastern Europe escaped to Moscow and set up Communist governments in exile there. As the
drove the Nazis back, it occupied large areas of Eastern Europe and Churchill in the so-called
- agreed that Eastern Europe could be a Soviet ""sphere of influence"".
In the countries that the Red Army
, communist-dominated governments took power. The Communists made sure that they controlled the army, set up a secret police force, and began to arrest their opponents. Non-Communists were gradually beaten, murdered, executed and terrified out of power. By 1949,
the governments of Eastern Europe, except Yugoslavia, were hard line Stalinist regimes.
In 1946, in a speech at Fulton in the USA, Churchill declared that an
had come down across Europe, and that Soviet power was growing and had to be stopped. Stalin called Churchill's speech a ""declaration of war"". In 1947, Stalin set up
- an alliance of Communist countries designed to make sure they obeyed Soviet rule.
Back to International relations 1945 - 1991 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
5130,"Traditionally, most retail outlets were located in the CBD. The centre of town was a logical place for shops because it was the most accessible part of a town and transport links radiate out from this point.
In the late 20th century, traffic congestion reduced accessibility to inner cities. This led to out of town locations becoming favoured for the retail industry. They are close to the suburbs and are accessible for many people via ring roads and motorways. Land is also cheaper in this part of a settlement, making it attractive to retailers.
A Next store in Hemel Hempstead, Herts
The result of this is that more people shop out of town, rather than in a CBD. The reduction in profits in the CBD can cause smaller branches of chain stores to close down, eg Next in St. Albans has recently closed in favour of the larger out of town store at the nearby Colney Fields retail park. Colney Fields benefits from free parking and easy access to the M25, giving it a wider sphere of influence than the smaller town centre store. Can you think of an example in your local area?
If this becomes widespread, areas in the centre of town can become derelict and unattractive, further discouraging people from shopping there. Also, unless bus or rail links are adequate, people without cars have limited access to shopping facilities.
Deliver key Geographic sound bites direct to your ear!
Latest news from the world of business and industry.


",5,BitGCSE
2267,"Roman knowledge about the body and disease
Roman knowledge about the body and disease
Galen based most of his information about anatomy on what he saw when he dissected the bodies of animals. This led him to make mistakes. Some of his errors were:
He thought that muscles attach to the bone in the same way in humans and in dogs.
He thought that blood was created in the liver. He realised that it flowed round the body, but said it was burned up as fuel for the muscles.
He thought he saw holes through the septum, which allowed the blood to flow from one side of the heart to the other.
He made mistakes about the blood vessels in the brain.
He thought the human jaw-bone was made up of two bones, like a dog's.
He was mistaken about the shape of the human liver.
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
193,"Images can be useful in your portfolio for explaining a point or illustrating what you did in your drama.Images can be useful in your portfolio - for
to the points you make, or help make your descriptions
This Revision Bite will help you make your images work well in your
Some students fall into the trap of using images to:
A collection of your work, completed over the duration of your studies
good reasons for using images, and you will not gain marks through doing this.
You should use images in your portfolio to:
make a point about someone else's work
illustrate how a scene was set, costume, lighting etc.
If you use images for the reasons above, you're likely to gain extra marks. However, remember to
each image carefully, providing written explanation or annotations.
, images don't just refer to photographs - you can use sketches, drawings, stick men diagrams or any type of image, so long as you use it to
Student example: using an image in the 'Response' phase
This is a still-image of our work when we were
the abuse of prisoners in Abu Ghraib prison. We were trying to communicate that the prisoner was being intimidated by two US soldiers, and that this was a harrowing experience for the prisoner.
I feel we should have arranged the image better, so that the proxemics could more easily show what was happening. If the prisoner had been placed facing the audience it would have been easier to see his expression, and if the two soldiers had been placed a little upstage on each side of the prisoner, we could have shown the expressions of everyone - and the face of one soldier character would not have been hidden by their hair.
The prisoner should have looked more intimidated than is shown in the actor's body language - she looked too relaxed to communicate the terror the prisoner must have felt.
The candidate has written well about the image, and has included some evaluative remarks that point out the shortcomings of the group's work. It is clear that the candidate realizes how the work could have been improved, and this demonstrates understanding of the process.
Student example: using an image in the 'Development' phase
Students acting a scene set in Abu Ghraib prison
During the phase of the work when we were
scenes to show the abuse in Abu Ghraib prison, we were working to show how the soldiers were intimidated by their own superior officers, because of the abuse that they were investigating.
We wanted to show how by making the officer stand behind the soldier, with the soldier too scared to turn around, we were able to show the status of the officer.
We could also show the way in which he could signal his feelings to the audience, without the prisoner seeing any facial expressions.
This would also leave the soldier able to show his own anxiety in the situation, through his body language and facial expressions. The actor here was able to signal this well.
Here the image is commented on by the candidate, and it is clear that the proxemics are such that the candidates were able to heighten the sense of anxiety in the scene, and to show this to the audience. The candidate has explained well the reasons for their staging of this sequence.
Student example: using an image in the 'Evaluation' phase
Students acting out a scene set in a care home
This image shows our work at a point when we, the staff in the care home, were taking the old lady away from her room to clean her up after she had spilled her food.
We wanted to show that the staff can be harsh in their treatment of the elderly residents of the home and that they don't treat some of their residents as they state in their brochures.
As it is shown here, the staff members look as if they are not caring, and I think that this would be clear to an audience. I think we were able to show that the old woman looks scared and that the staff look uncaring about her fears.
The girl playing the old lady is showing through her facial expression and body language that she is scared and we planned that the audience would be shocked by this treatment of her.
The comment by the candidate has first been put into context, so that the situation is more understandable. The evaluation and reflection on his / her work illustrates some strong aspects, and others where the candidate feels that improvements could be made. This indicates that the candidate has a good level of knowledge and understanding.
",5,BitGCSE
4826,"Drawing 1: Sketching, enhancing, shapes and charts
Drawing 1: Sketching, enhancing, shapes and charts
Signs and symbols are another kind of drawing used to convey information. Signs and symbols stand in for words. Examples include road signs and information signs at airports and railway stations.
Car drivers will know what most of the signs below mean without any need for written instruction. How many of them do you know?
Post ideas and discuss Design and Technology here.
Give your revision some visual style with a Bitesize revision map!
Get creative! Find Art & Design tips and inspiration.


",5,BitGCSE
2950,"As you read the play, it is important to imagine yourself watching and listening to the action. It is a
A play or other performance in which events and dialogue are portrayed by actors on a stage; from the ancient Greek word for 'acting out'. Can also mean exciting or upsetting events.
A long story that is published as a book.
! Shakespeare provides us with very few
Instructions written into the script of a drama to guide the performers' actions.
, so to help us imagine exactly what is going on, we need to picture each character's actions and reactions clearly. During the course of
A light-hearted drama that is played for laughs.
A type of drama in which characters undergo suffering or calamity, and which usually ends with a death. A sad or catastrophic event causing suffering or death.
. We see three sets of lovers get together and almost see a man murdered on stage. There is much deception and disguise. The ending is full of celebration for most but despair for Shylock. So, what happens to create so many dramatic contrasts? How is the drama maintained and the audience involved?
The sequence of events in a narrative; a story
are woven together in such a way that we are often left on a mini cliff-hanger, wondering what will happen next. It's just like in a soap opera: we jump from place to place, picking up the story each time. Here are just some examples:
We hear about the Prince of Morocco in Act 1, scene 2, are introduced to him in Act 2, scene 1, but do not see him choose a casket until Act 2, scene 7!
We are primed about the vulnerability of Antonio's ships from Salarino's comment about
the harm a wind too great might do at sea
which is reinforced when Shylock talks of
pirates - and then there is the peril of waters, winds and rocks
. From then on the bad news dribbles in at intervals: Salarino tells Solanio of the loss of
a vessel of our country richly fraught
in Act 2, scene 8 - but we do not yet know that this is one of Antonio's ships; by Act 3, scene 1 rumours of more wrecks are circulating - but it is not until Act 3, scene 2 that we know for certain that every one of Antonio's fleet has been lost.
Antonio takes the bond lightly; but Bassanio is suspicious of it from the start:
I like not fair terms and a villain's mind
. This sets the audience wondering about what its consequences might be.
In Act 2, scene 9, the Prince of Arragon follows the Prince of Morocco to choose a casket, but also fails. We now know that it must be the lead casket that contains the prize, so when we hear moments later that Basanio has arrived we are on the edge of our seats to see which casket he will pick.
Tension mounts as Shylock continues to demand his pound of flesh and it seems that the laws of Venice will let him have his way. This reaches its height in the trial scene: Shylock even sharpens his knife in anticipation. Will Antonio live or die?
""'Nearest his heart'. Those are the very words.""
Back to The Merchant of Venice index
Read the full text online and make your own notes.
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
