Index,Text,Grade,Type
5836,"Migration is the movement of people from one place to another. The reasons for migration can be economic, social, political or environmental. There are usually
Factors that encourage people to leave the place in which they live and to move elsewhere.
Factors which attract people to move to a new place.
Migration impacts on both the place left behind, and on the place where migrants settle.
Migration is the movement of people from one place to another.
is when people migrate within the same country or region - for example, moving from London to Plymouth.
is when people migrate from one country to another - for example, moving from Mexico to the USA.
Deliver key Geographic sound bites direct to your ear!
News, issues and opinions from all around the UK.


",5,BitGCSE
124,"It is likely that you will want to use images in your presentation. Here are some common ways of inserting them in your presentation.
You can copy images from other applications and paste them into the slide:
Clip art offers many images that could improve the appearance of your presentation. To add a clip art image:
Insert menu with 'Picture' and 'Clip Art' highlighted
2. Search for the clip art of your choice. In this example, the author needs a picture of a girl.
3. Look for the results of your search (if any) in the right-hand pane. To insert your choice, simply
4. See where your image appears in your slide.
Screenshot of presentation software with image inserted onto slide
the image to the position you want.
Insert an image that's saved on your computer
To insert an image that has already been saved on your computer:
Insert menu with 'Picture' and 'From File' highlighted
the image to the position you want.
Post ideas and discuss ICT and DiDA here.
Give your revision some visual style with a Bitesize revision map!
Technically the best ICT revision site in the world.


",5,BitGCSE
5799,"Environmental stewardship in agriculture is where farmers take responsibility for environmental quality. This involves recognising that their actions can affect the environment in both positive and negative ways.
An example of environmental stewardship would be organic farming. Organic farming methods do not involve the use of chemicals such as fertilizers and pesticides, thereby avoiding any possible negative effects on habitats and food chains. In addition, organic products widen the consumer choice of products available.
Green Yard is one of China's first organic dairies. The cows graze on grass free from pesticides, organic hay from Inner Mongolia and sweetcorn grown on the farm itself.
As a regular dairy farmer, Wang Zhanli faced strong competition from larger dairies. He changed to organic farming in 2004 as he found he was able to charge higher prices for his better quality, organic products. In doing so he persuaded 50 of his neighbours to invest in his business.
China still has a small organic market and most of Green Yard's products are sold overseas. More publicity and marketing are needed to raise awareness in China. However, marketing is costly and many Chinese people cannot afford to buy the more expensive organic products.
Deliver key Geographic sound bites direct to your ear!
The latest news about food, farming and the countryside.


",5,BitGCSE
2976,"What are your neighbours like? - Example answer
The enhanced version of the site requires the Flash 8 plugin (or higher) to be installed and JavaScript to be enabled on your browser. To find out how to install a Flash plugin, go to the
To find out how to turn on JavaScript, go to the
The enhanced version of the site requires the Flash 8 plugin (or higher) to be installed and JavaScript to be enabled on your browser. To find out how to install a Flash plugin, go to the
To find out how to turn on JavaScript, go to the
Ils sont sympa, et je suis copine avec le fils. C'est super!
They're friendly, and I'm friends with their son. It's great!
The enhanced version of the site requires the Flash 8 plugin (or higher) to be installed and JavaScript to be enabled on your browser. To find out how to install a Flash plugin, go to the
To find out how to turn on JavaScript, go to the
 gauche, ce sont des personnes ges et ils sont trs gentils et calmes. Je les aide quelquefois  faire des courses, et l'anne dernire ils ont gard notre chien pendant les vacances.  droite, il y a une nouvelle famille avec un bb qui pleure le soir, mais c'est bien parce que ma soeur va faire du babysitting cet t pour gagner de l'argent.
On the left, there are old people and they are very kind and quiet. I sometimes help them with their shopping, and last year they looked after our dog during the holidays. On the right, there is a new family with a baby who cries in the evenings, but it's good because my sister is going to baby-sit this summer to earn some money.
Paul comments on both sets of neighbours and gives details of how his family gets on with them. He makes a point of using different tenses, and includes his opinions and his reasons for them. This would really boost his mark.
French phrases and revision - blasted directly into your ear!
Give your granny a run for her money with Bitesize Bingo!
Parlez like a pro with BBC Languages.
Aiglon College - GCSE French interactive exercises/games


",5,BitGCSE
1233,"Try to extend your answer rather than giving the bare minimum. Keep giving and explaining your opinions - not like Sinad who never gives enough information.
Try to use a variety of vocabulary and phrases to improve the quality of your answer.
Using simple, common phrases such as '
' help to give a fluent, natural feel to the language you use.
Show that you are familiar with the various tenses by using correctly some verbs in a tense other than the main tense of the answer. Note how Michel managed to include past, present and future verbs in his response even though his answer was mainly about what he would like.
You're not alone! Discuss your revision with others.
Get some direction with a Bitesize revision map
We've got the Northern Ireland curriculum covered.


",5,BitGCSE
4778,"Tuberculosis, or TB for short, is a disease caused by a bacterium called Mycobacterium tuberculosis. The microorganisms are spread through the air in tiny droplets when an infected person sneezes or coughs. Most people who are infected do not show any symptoms. About 10 per cent of people who are infected will go on to suffer symptoms, which include:
death (in about 50 per cent of cases)
Only infected people who show symptoms of TB can spread the microorganisms to other people.
Prevention and control of TB (Higher Tier)
The BCG (Bacillus Calmette-Gurin) vaccination protects about 75 per cent of uninfected people from becoming infected.
from 2006 about how drug-resistant strains of TB are putting European Union states at risk of a deadly outbreak.
Antiobiotics are drugs that kill bacteria or prevent them from reproducing. Infected people who do not show any symptoms of TB are usually given a course of one antibiotic, but infected people who are showing symptoms of TB need a course of several antibiotics at once. This is to reduce the chance that strains of antibiotic-resistant bacteria will emerge.
Get some direction with a Bitesize revision map


",5,BitGCSE
6670,"yourself on Ideological differences - Stalin vs Truman
yourself on Soviet expansion in Eastern Europe
yourself on Truman Doctrine and Marshall Plan
on Developments in the Cold War 1948-1961
yourself on The Berlin Blockade and airlift
yourself on Peaceful co-existence or growing international tension?
The U2 incident and the Paris summit of 1960
The U2 incident and the Paris summit of 1960
yourself on The U2 incident and the Paris summit of 1960
The nature of the cold war 1948-1961
The nature of the cold war 1948-1961
Fed up with reading? Give your ears a treat and listen to some History audio.
Travel back in time with Bitesize History activities!


",5,BitGCSE
208,"He was ""very strict"" and 'old-fashioned'. He would hit his daughter if she broke his rules.
The narrator believes he preferred her company to that of her mother: ""We talked about things she couldn't understand.""
He took her to places that were traditionally seen as mostly for men, like the golf club and the pub.
He was proud of his daughter - ""He told me I was bright and had a real future ahead of me.""
He saved for his daughter's wedding for years. But the narrator tells us she walked down the aisle
. It could be that the narrator feels she has not lived up to her father's high expectations.
Get some direction with a Bitesize revision map
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
6487,"Once it has been established that the circuit functions as intended, the next step is usually to make a printed circuit board.
PCB showing copper connections running beneath the board
The first step is to draw the circuit on to a
. This is a kind of filter which protects the 'positive' parts of the diagram (the connections between components) and exposes the 'negative' parts (all the rest). The mask is then placed on the board which has a thin coating of copper, and the circuit diagram transferred onto the board using an etch-resist pen. (An alternative technique uses a photosensitive board which is covered by the mask and then exposed to light.) The circuit is then etched onto the board using
in an etching tank; this removes all the unwanted copper, leaving the req uired tracks and pads in place on the board.
NB - this should only be done under a teacher's supervision.
Next, a small PCB drill is used to drill out the center of the pads. Finally the components are pushed through the board and soldered in place.
a filter or partial covering which protects some parts of a plate, while allowing the remaining parts to be exposed to acid or light.
for a 555 monostable timer circuit, ready for transferring to a board. Note that masks are normally shown from the
side - that is, as though the board was transparent and viewed from the side from which the components are pushed through.
With the components installed, the board would look like this:
In electronics the main method of joining circuits is soldering. Electrical solder is made from an alloy of 65 percent tin and 35 percent lead. It also has a flux running through its core. The flux is needed to ensure that the solder makes a good joint between the components and the tracks and wires on the PCB.
Post ideas and discuss Design and Technology here.
Give your revision some visual style with a Bitesize revision map!


",5,BitGCSE
7031,"In recent years the Christian churches have concerned themselves more with issues such as
in the world. A few very rich nations own most of the worlds wealth and therefore resources of all kinds are not distributed equally.
try to coordinate the churches work in order to
while the rest of the world is well-fed and has a good standard of living.
The Synod [believes] that, as a matter of common humanity and of our mutual interest in survival, the world requires a new and more equitable system of economic relationships between nations.
General Synod of the Church of England, 1981
, which says that Christians must take positive action to fight
by governments. Liberation Theology is very strong among priests in Latin America, Asia and Africa. They believe that they must break the law if necessary in order to help ordinary people who are suffering from oppression.
The Spirit of the Lord is on me, because he has anointed me to preach good news to the poor. He has sent me to proclaim freedom for the prisoners and recovery of sight for the blind, to release the oppressed.
Post ideas and discuss Religious Studies here.
Get some direction with a Bitesize revision map
Understand the beliefs of others and develop your own opinion.
The Roman Catholic Church in England and Wales


",5,BitGCSE
3217,"Finding the exact information you want on the
includes all of the web pages accessible via the Internet
requires skill and practice. There are thousands of pages on any given topic.
is a service which helps you find the information you want on the Internet. Search engines continually trawl the net for new
a web page or group of web pages hosted on one web server and viewed in a web browser
cataloguing them into an index. Some commonly used search engines are
When you go to a search engine you are given a search box into which you enter the key words of your topic. For example, if you enter the word
you will likely get links to pages about geology, music and building societies.
Let us say we want information on
it is likely the search engine will bring up links to many pages about
. However, if you try typing in
(with quotes) the search engine will treat it as a phrase and bring up details of
a page designed for, and viewed in, a web browser
will bring up documents containing both words. Entering
will bring up documents containing the words
Post ideas and discuss ICT and DiDA here.
ICT Dictionaries and Encyclopaedias - Webopedia: Online Computer Dictionary for Internet Terms


",5,BitGCSE
5818,"Corrosive substances which have a pH lower than 7. Acidity is caused by a high concentration of hydrogen ions.
have a pH of less than 7.
Substances with a pH higher than 7, and which have a high concentration of hydroxyl ions. Bases react with acids to form a salt and water (called neutralisation). Metal hydroxides, oxides and carbonates are all bases.
have a pH of more than 7. When bases are dissolved in water, they are known as
class of chemical compounds, mostly metallic oxides. Examples are sodium chloride, potassium chloride, and magnesium sulphate
are made when an acid reacts with a base, carbonate or metal. The name of the salt formed depends on the metal in the base and the acid used. For example, salts made using hydrochloric acid are called chlorides.
You will have already learnt quite a lot about acids and bases in Key Stage 3 Science. If you feel a bit rusty on this topic, have a quick look at
. Here are the bare bones of what you need to know:
Substances with a pH of less than 7 are acids. The stronger the acid, the lower the pH number. Acids turn blue litmus paper red. They turn universal indicator red if they are strong, and orange or yellow if they are weak.
Substances that can react with acids and neutralise them to make a salt and water are called bases. They are usually metal oxides or metal hydroxides. For example, copper oxide and sodium hydroxide are bases.
Bases that dissolve in water are called alkalis. Copper oxide is not an alkali because it does not dissolve in water. Sodium hydroxide is an alkali because it does dissolve in water.
Alkaline solutions have a pH of more than 7. The stronger the alkali, the higher the pH number. Alkalis turn red litmus paper blue. They turn universal indicator dark blue or purple if they are strong, and blue-green if they are weak.
Neutral solutions have a pH of 7. They do not change the colour of litmus paper, but they turn universal indicator green. Water is neutral.
Give your revision some visual style with a Bitesize revision map!


",5,BitGCSE
2686,"Historians' statements about prehistoric medicine are usually based on ancient archaeological discoveries. They are also often based upon
with pre-literate but nevertheless modern-day societies - such as that of Australian Aborigines. These latter may or may not have beliefs similar to those held by the peoples of prehistory, there is no way of knowing for sure. The best we can say about prehistoric times, therefore, is:
Some knowledge of prehistoric times will help you to understand prehistoric medicine.
Sick prehistoric people in cave, awaiting medical help from shaman
The defining characteristic of prehistoric societies is that the people of these societies
. They could not therefore pass on a body of medical knowledge beyond that which could be remembered. However, many of the primitive peoples that survive in the modern age seem to have built up a system of skills and behaviours that keeps them healthy in their environment, despite not having anything written down. They have done this through a process of trial and error and natural selection, and it seems likely that the people of prehistoric times were similar.
- so they did not settle down and build things like hospitals, neither did they have enough consistency in their own lives to observe how all human bodies work the same. Anthropologists have found primitive tribes who have not yet realised that the sex act leads to childbirth.
The primitive technology of prehistoric peoples put them at the mercy of the elements, and led to a system of beliefs that saw humankind as being at the mercy of
. These were said to bring life, death, health and disease. Such ideas led to a world in which spiritual rituals and the shaman, or witch-doctor, dominated medicine.
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
6772,"You will generally be told about how many words to write. Take note of this because you won't get any more marks for writing too much and you may lose marks for writing too little.
Use what you're given. The question and the notes both give you lots of language that you can use in your answer.
Remember to adapt the information in the question so that any verbs and pronouns refer to whoever you're writing about.
If you have to work from notes, think about the way they would be set out in English and what you would have to add.
Think carefully about what tense and what person of the verb to use. Once you have decided, make sure that you use that tense and person every time it's appropriate.
After you have finished, check your work for verb endings and tenses.
In a piece of writing, numbers are generally written as words.
To make your writing more interesting, join short sentences using a link word.
To make sure of a higher grade try to use extra structures (such as different verb tenses) and vocabulary that you know.
Don't just read it, practise your Spanish with downloadable audio bites.
Use your language skills in this sinister game of intrigue and detection.
Real Spanish, real drama from BBC languages.


",5,BitGCSE
1507,"For the D201 project, you are likely to have to produce two of the three types of screen-based publications - websites, information points and presentations.
You will probably be familiar with websites and presentations, but you might have to do a bit more investigation to find examples of information points.
Spend a bit of time investigating screen-based publications and note what makes them effective - or not!
A woman using a public information point: You might be asked to produce an on-screen publication for an information point
The crucial thing is to make sure that each publication you make is suitable for the intended purpose and audience.
As with other publications in the D201 course, you dont have to worry too much about using all the advanced features of the piece of software you are using. The exam board is much more keen to see that you have thought about what you are doing and have produced a suitable solution. This will involve careful planning, testing and modifying of each product you develop.
Planning is a crucial stage in the development of screen-based media. The exam board may ask you to include evidence of your plan in your eportfolio. Look carefully at the
to see if the planning stage has a tick next to it. If it does, it means you must include it in your project and it is probably worth spending a bit more time on it.
The standard ways of planning screen-based media are storyboards and navigation charts.
You could do the storyboard or navigation chart on paper, or onto a computer using different types of software. If you do it on paper, you may need to scan it in to get it onto your eportfolio.
Other things to think about as part of your planning:
Size and file format of your publication.
Presentations and websites can get quite big if you start including lots of graphic and media files. Check carefully to see how much memory you are allowed to use.
Webpages (htm) and Powerpoint files are normally permitted file types.
If you are using another type of software, make sure you are able to convert it into one of the allowed file types.
Files types allowed are listed in the
A storyboard shows each stage you want to have on screen, one after the other. You would normally use a storyboard if there is just a single pathway through your product  for example, a simple slideshow that starts at Slide 1 and goes through to the end.
You can include pictures, text and descriptions to explain what you are trying to achieve. For example, you might want to describe some sound or music that you want to have, or the transition you would like to have between slides.
Below is an example of a storyboard for a School Parents' Evening presentation.
The more detail you include, the easier you will find it when you come to make the actual product.
Your finished version does not have to be exactly the same as your original design:
Sometimes you will find better ways of doing something. For example, you may not be able to find the precise image you intended to use.
Don't worry about changes. The storyboard is just a plan to guide you through the process. You will not lose marks for changes.
Use your evaluation section to explain the differences between the storyboard plan and final version. Don't forget to include reasons why changes were made.
A navigation chart is used when there is potentially more than one way to navigate through your product. For example, on a website each user may want to visit pages in a different order and on an information point, the user may want to view some sections and not others.
A navigation chart starts with the main welcome screen or home page at the top and then shows the different ways a user can access the various parts of the product. There is no compulsory way of doing this. What is important is that you show you have thought about the best way to structure your product and how you are making it suitable for the intended audience.
In general, a navigation chart will contain less detail than a storyboard. A storyboard shows what each screen will look like, but a navigation chart shows the possible pathways between the screens. For the products you are producing, it may be sensible to put a bit more detail on your navigation charts, so that you have a design for each page you hope to produce.
Add notes to your diagram to explain exactly what you are trying to achieve. Explain the reasons for the choices you have made.
An information point is a set of screens that provide information on a particularly topic. You've probably seen information points in stations, airports, museums and places or interest.
Make sure your Index page has links to all content.
When you're designing an information point, it must be possible for the user to navigate to the information they want without having to scroll through all the other information. There must be a menu that provides links to all information.
This can be done in a Powerpoint-type slide show or by making a set of webpages. What you choose to use is up to you. Which do feel most comfortable with? Which lets you do the job in the way that is most suitable for the purpose and audience?
",5,BitGCSE
4519,"What are the advantages and disadvantages of using the interview as a method of selecting a new member of staff?
When you have finished take a look at the sample answers on the next page.
Get down to business and discuss Business Studies here.
Losing your way? Make a Bitesize revision map!
For news that really does the business!


",5,BitGCSE
7133,"among the working class population. The electoral system was corrupt and unrepresentative, and the poor had to endure harsh working conditions with low pay. In response to these problems a movement called Chartism developed.
Who were the Chartists and what did they want?
The poor - these women wait to enter the workhouse
By 1830, working-class people in Britain were unhappy. There was a
between the rich and the poor. People had been demanding change since the end of the French Wars. Their working conditions were bad and wages were low. Poor people often had to choose between starvation or the shame of entering the
A place where the poor and homeless would be given shelter in exchange for work.
in 1830, so they had no control over the MPs making laws that could improve their lives. Even when people did vote,
The rich - these women socialise at a ball
The system of parliamentary elections that existed before 1832 was corrupt.
and represented towns and boroughs that they controlled. Working-class people took bribes, worked for and often lived in houses owned by their MP. The voting process took place publicly and
there were too many constituencies in rural areas
By 1832, people from the middle and working classes had started to
in most of the major industrial areas. MPs became scared that a revolution might occur in Britain and that the working class would execute the nobility. People in Britain desperately needed
and saw political power as a way to achieve this.
All things historic - from ancient to modern.


",5,BitGCSE
