Index,Text,Grade,Type
3714,"John Agard came to England from Guyana in 1977. Like many people from the Caribbean, he is mixed race - his mother is Portuguese, but born in Guyana and his father is black. One of the things he enjoys about living in England is the wide range of people he meets: 'The diversity of cultures here is very exciting'.
However, one of the things he doesn't like is the view of racial origins, which is implied in the word 'half-caste', still used by many people to describe people of mixed race. The term now is considered rude and insulting. Find out more about the word 'caste' at the end of this section.
Back to Poems from different cultures index
Get some direction with a Bitesize revision map
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
415,", the stage area is split into two or more areas - and each area represents a
. For example, a woman could be reading aloud the letter from her fiance in the trenches telling her that things are not so bad, but the actuality of the situation is shown as his companion is shot and killed. The two scenes happen either together or separately to illustrate the truth of the war.
on a stage also make the performance area look more interesting, and can be used in many ways.
Split staging can use two or more different levels, and the audience can see characters better if one group is behind the other and using the raised level.
An area of the stage that is raised may well signify a specific location for the whole of the drama - eg office, bedroom, control centre etc
The movement between one area and another needs to be considered carefully, so it 'makes sense' to the audience.
Get creative, go backstage and find drama tips and inspiration.
Shakespeare and the Globe - Shakespeare's Globe
General Theatre Links - Theatre Studies: Articles and Resources
Greek Theatre - Wikipedia: Theatre of Ancient Greece
Shakespeare and the Globe - Royal Shakespeare Company: Exploring Shakespeare


",5,BitGCSE
4849,"confidently stated, 'We in America today are nearer to the final triumph over poverty than ever before in the history of any land.' Within a year, all the confidence had ended and America was plunged into the
crashed in October 1929, the world economy was plunged into the Great Depression. By the winter of 1932, America was in the depths of the greatest
The slowing of economic activity, which usually results in high unemployment, a sharp drop in prices and a fall in production.
The number of unemployed people reached upwards of 13 million. Many people lived in
close to famine. One New York family moved into a cave in Central Park. In St Louis, more than 1,000 people lived in shacks made from scrap metal and boxes. There were many similar
all over America. Between 1 and 2 million people travelled the country desperately looking for work. Signs saying 'No Men Wanted' were displayed all over the country.
Many children were deserted and left homeless during the Depression
By the time of the election in November 1932, Hoover's popularity had reached rock bottom. It was not even safe for him to go onto the streets to campaign. After his heavy defeat, Hoover told his friends,
""we are at the end of our string... there is nothing more we can do""
. The American economy did not fully recover until the USA entered the Second World War in December 1941.
Back to USA 1919 - 1941 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
3916,"Your school plays a big part in shaping your attitudes towards sport. There are many roles you could try in addition to playing the sport, like coaching younger teams to see if teaching may be a hidden talent! Earning a qualification by taking courses and awards may help guide you towards longer-term job prospects.
Outside influences and social groupings may mean you take up a certain sport or avoid it altogether. One things certain, weve got more leisure time than ever, so why not do something physical with it?
Your school can influence you to become a lifelong participant in sport as a player, organiser or official. Schools have to teach PE within the National Curriculum. Within this you will experience a number of
. Each has benefits to you and others.
Improve your knowledge of the rules. Can still contribute when unable to play.
Allows teachers to teach rather than umpire/referee
Develop organisational skills, stay involved in sport if not able to participate
Enable sport to happen and arrange competitions etc
Outlet for creativity, develop ideas beyond your own ability
Provide exciting and challenging context for dancers
When thinking about the other ways in which school can influence the
of sports in which pupils participate, consider the ways in which each of the following has an impact:
- how do GCSE, JSLA etc help? Can these courses lead to a career in sport?
- does your school have a swimming pool, Astroturf pitch, sports hall or tennis courts?
- what sports activity does your school have outside of PE lessons?
- are they positive? Do they have favourite sports? What if your favourite isnt the same as theirs?
- are you introduced to clubs in the area?
Your school's links with local clubs can affect your participation
Back to Factors affecting participation AQA index
Post ideas and discuss Physical Education here.
Get some direction with a Bitesize revision map
Learn all the skills you need to succeed in sport.
BBC Science & Nature: Human Body & Mind


",5,BitGCSE
1459,". Fossil fuel (coal, oil and gas) power stations and nuclear (uranium) power stations both use the same processes to make electricity. These are:
fuel produces heat and heat is used to boil water and is turned into steam
turbine turns a generator and the generator makes electricity
electricity goes to the transformers to produce the correct voltage
The only difference between fossil fuel and nuclear power stations is how the water is heated. Fossil fuel power stations
their fuel while a nuclear power station uses the
. At present the most dangerous waste is sealed in glass-like blocks which are buried deep within rocks. Careless disposal of waste in the past has led to
As well as producing heat the nuclear reactor can be used to make other materials radioactive. The chain reaction inside the reactor releases
. If a material is put into the reactor some of these neutrons may be absorbed by the nuclei of its atoms. This will make an atom's nucleus
which means it has become radioactive. These man-made radioisotopes are often then used as
in hospitals to diagnose and treat patients or in industry to detect leaks in pipes.
The nuclear reactor is designed to allow a
to take place. Each time a uranium nucleus splits up it releases energy and three neutrons. If all the neutrons are allowed to be absorbed by other uranium nuclei the chain reaction will spiral out of control causing an
. To control the energy released in the reactor moveable control rods are placed between the fuel rods. These control rods are made of
which absorbs some of the neutrons so fewer neutrons are available to split uranium nuclei. The control rods are raised to
Give your revision some visual style with a Bitesize revision map!


",5,BitGCSE
5930,"Biology, Chemistry and Physics topics for Additional OCR Gateway Science:
",5,BitGCSE
2162,"Darwin's theory of evolution explains how species of living things have changed over geological time. The theory is supported by evidence from fossils, and by the rapid changes that can be seen to occur in microorganisms such as antibiotic-resistant bacteria. Many species have become extinct in the past, and the extinction of species continues to happen.
Every organism has certain features or characteristics that allow it to live successfully in its
A place where plants, animals and micro-organisms live.
. These features are called adaptations, and we say that the organism is adapted to its habitat.
Organisms living in different habitats need different adaptations
Polar bears are well adapted for survival in the Arctic. They have:
, as camouflage from prey on the snow and ice
a small surface area to volume ratio
The polar bear is adapted to life in a cold climate
The snowshoe hare has white fur in the winter and reddish-brown fur in the summer. This means that it is camouflaged from its
Animals that hunt, kill and eat other animals for food.
The Arctic is cold and windy with very little rainfall. Plants in the Arctic often grow very close to the ground and have small leaves. This helps to conserve water and to avoid damage by the wind.
An activity that would make Darwin proud!


",5,BitGCSE
7551,"The differences between the Americans and the Vietcong
The American hi-tech tactics continually killed the wrong people and
The US was trying to supply a war 8,000 miles from America.
The Vietcong were supplied with weapons by China and Russia.
The South Vietnamese regime was weak, brutal and
Their short (one-year) tour of service meant that American troops were always
The Vietcong had been continuously at war since they resisted the Japanese during the Second World War.
- they took drugs, shot their officers ('fragging') and deserted.
The Vietcong were fanatically determined to drive out the Americans,
in the US, and lost public support.
, fighting at home to unite their country.
Back to Vietnam 1954 - 1975 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
6017,"The Solar System consists of the Sun with planets in orbit around it. Most planets have at least one satellite in orbit around them. Gravity provides the centripetal force needed to keep objects in orbit.
We can explore space using manned or unmanned spacecraft.
planets and dwarf planets in orbit around the Sun
satellites (moons) in orbit around most of the planets
comets and asteroids in orbit around the Sun.
There are eight planets in our solar system, including the Earth, and smaller dwarf planets such as Pluto, Ceres and Eris.
The Solar System showing from left to right from the Sun - Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune and Pluto
You need to know the position of the planets in order from the Sun. Starting with the closest to the sun, the order is:
There are many other smaller objects that orbit the Sun. Three of these are Ceres, Pluto ansd Eris, known as 'the dwarf planets'. Ceres orbits between Mars and Jupiter. Pluto orbits further away from the Sun than Neptune, while Eris orbits further out still.
Stars are very hot and give off their own light, which is why we can see the Sun during the day, and the stars in the night sky. A
is large group of many millions of stars.
Our Sun is just one of at least 200 billion stars in our galaxy, the Milky Way. The observable universe contains around 80 billion galaxies. The universe also contains other objects, such as
The Milky Way galaxy is home to planet Earth
Back to Living for the future index


",5,BitGCSE
4969,"The need for better roads brought with it a new generation of road builders. Each one had their own ideas about how to construct the perfect road, and their improvements revolutionised the transport and communications systems.
Turnpike Trusts could not have been successful without the work of new road engineers. These were men who pioneered the road building techniques that increased travel around Britain.
The four main men who pioneered British road building were:
- the first road engineer to build more than
. He believed in putting down a strong foundation to make the roads last longer.
- a blind Yorkshireman who built more than
. He tapped out his route using a stick and then supervised the building of the roads. He put down a basic foundation of heather and branches with stones on top. This went solid when traffic travelled on it. His roads had a convex camber to help drain water into ditches beside the road, but they were often winding and indirect.
- a Scottish road builder who chose to build
, which made him the most influential road builder of his time. He believed a road needed good drainage and a dry sub-soil that could be covered with smaller stones, then a layer of small fine chippings of about three inches in size and lastly one-inch stones. Macadam was made the surveyor of roads in the Bristol area in 1815 and by 1827, he was appointed the
a thousand miles of roads in Shropshire and Scotland
. His biggest achievement was the London to Holyhead Road and the Menai Straits Bridge. Telford used nine-inch blocks of stone for the foundation of his road and then put smaller stones on top and covered that with a layer of small stones and gravel. Like Metcalfe, he cambered his roads and used ditches. Telford's problem was that his
The Menai Bridge was a major 19th-century transport development and is still used today
Back to Transport 1700 - 1900 index
All things historic - from ancient to modern.


",5,BitGCSE
