Index,Text,Grade,Type
6181,"Actors often create a sense of excitement or anticipation by looking off-stage, sometimes open-mouthed.
Using facial expression to convey anticipation and tension
Have a go at dressing up different characters!
Get creative, go backstage and find drama tips and inspiration.
General Theatre Links - Theatre Studies: Articles and Resources
Greek Theatre - Wikipedia: Theatre of Ancient Greece


",5,BitGCSE
185,"Bingley is rich but, unlike Darcy, his money comes from his father's business rather than inherited wealth.
He isn't a snob, and not particularly bothered about Jane's family background.
It could be argued that he isn't very strong-minded, because he allows Darcy to persuade him to leave Jane.
Read the full text online and make your own notes.
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
3585,"In April 1939, Russia, Britain and France met to form an alliance to defend Poland - but by August 1939, Russia had
and made a pact with Germany! Through the Nazi-Soviet Pact, Stalin and Hitler agreed not to go to war with each other and to split Poland between them.
, so Chamberlain promised to defend Poland. But how? Britain was too far away to help and only had a small army.
against Germany. Hitler would not have been able to invade Poland if taking that action would have meant war with Russia. However, negotiations
Poland would not let Russian troops go into Poland.
Stalin did not trust that France and Britain would resist Germany.
Out of the blue, on 23 August 1939, Hitler made the
with Stalin - a promise not to go to war with each other and (secretly) a promise to invade Poland and split it between them.
Back to International relations 1900 - 1939 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
3185,"- Russia was too big to rule. In 1913, it stretched 4,000 miles from Europe to Alaska, and comprised 125 million people.
- Russia was backward. It had few roads and limited industrialisation. Most people were still peasants.
- Russia was militarily weak. It had lost a war with Japan in 1904.
- Russia had many different nationalities, languages and religions.
- the government of Russia, which Nicholas ruled over alone, was far too much work for one man.
- Russia was industrialising and the workers, eg in St Petersburg, were poor and oppressed. On Bloody Sunday 1905, they went on a peaceful march to ask the tsar to help them, but the Cossacks attacked them.
- the representatives of the new middle class industrialists. They called themselves the Kadets and wanted Russia to have a constitution like England's. In 1905, there was a revolution and they managed to force Nicholas to create a Duma (parliament), but it had no real power.
- for instance, the Social Revolutionaries and the Marxists - split into the Mensheviks who wanted peaceful change and the Bolsheviks who wanted a revolution - committed acts of terrorism such as the murder of Prime Minister Stolypin in 1911.
Back to Russia/USSR 1905 - 1941 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
4897,"yourself on Human activity in glaciated areas
Case study: conservation and management in the Lake District
Case study: conservation and management in the Lake District
yourself on Case study: conservation and management in the Lake District
Back to Glacial landscapes and processes index
",5,BitGCSE
6128,"Food provides the energy needed by living things. Food undergoes both physical digestion and chemical digestion so that it can be absorbed into the bloodstream.
Carbohydrates and fats are high energy sources. Protein, meanwhile, is needed for growth and repair. Protein deficiency leads to diseases such as kwashiorkor.
The table below summarises the three main nutrients in food, what they are made from, and why they are needed.
Proteins are also used as an 'emergency' energy source if the diet has insufficient carbohydrates and fats in it.
will also include nutrients that do not provide energy, such as:
vitamins, such as vitamin C, which prevents a disease called scurvy


",5,BitGCSE
2430,"Wireless communication is convenient. It is used for radio programmes, mobile phones and computer networks. Digital signals are less affected by interference than analogue signals.
Electromagnetic radiation can be used for wireless communications. For example:
radio waves are used to transmit television and radio programmes
microwaves are used to transmit mobile phone calls
Radio stations with similar transmission frequencies can interfere with each others signals.
Microwaves are also used to network computers together, especially laptop computers.
Wireless communications can be available all of the time, almost anywhere. They have several advantages over wired communications. These include:
no wires need to be run through buildings, over ground or underground
Back to Energy for the home index
Wireless signals are all around us, learn more in this activity!


",5,BitGCSE
3946,"To explain means to make clear, show the meaning or to account for.
you are writing to. This question does not give you a specific audience so you must assume you are writing for anyone who might be interested, eg parents and children.
you are writing to them, eg ""being fair is a good quality in a carer because..."".
Being a parent or guardian is never easy. Explain what you think makes a good parent or guardian.
Back to Writing to inform, explain and describe index
Give your revision some visual style with a Bitesize revision map!
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
3791,"Esters are made by reacting an alcohol with an organic acid. They are used in perfumes, and as solvents. Some perfume ingredients are natural, while others are synthetic - made artificially. Nail varnish, for example, dissolves in nail varnish remover, but not in water.
Esters are chemicals with pleasant smells. They are used in perfumes, and as solvents.
Esters occur naturally, but can be made in the laboratory by reacting an alcohol with an organic acid. A little sulfuric acid is needed as a catalyst. Here is the general word equation for the reaction:
alcohol + organic acid    ester + water
For example - methanol + butanoic acid    methyl butanoate + water
The diagram shows how this happens, and where the water comes from:
Find out why you should probably wash that pile of dirty socks - try this activity!


",5,BitGCSE
7263,"Cystic fibrosis (CF) is caused by a recessive
. In the genetic diagram below, it is written as f.
People with CF produce abnormally thick and sticky mucus in their lungs and airways. As a result, they are more likely to get respiratory infections. Daily physiotherapy helps to relieve congestion, while
Substances that kill bacteria and fungal infections.
can fight infection. CF also affects the gut and
large gland located in the abdomen near the stomach which produces digestive enzymes and the hormone insulin
, so food is not digested efficiently.
You need to inherit two copies of the faulty allele to be born with CF. If you have just one copy, you are a carrier, but will not experience any symptoms. If two carriers have a child together, there is a one in four chance of it inheriting the disorder.
Fed up of reading? Try this activity!


",5,BitGCSE
5158,"Plagiarism is passing off somebody elses work as your own. If the exam board catches you doing this, you would automatically fail the course, and it could put your other exams in jeopardy as well.
Authors don't mind students quoting them, as long as their name is mentioned in the text whenever you refer to their work. You also need to include the author in your bibliography.
if you have directly quoted someone else, then you must include them in your references
for original text, you'll be guilty of
copy a piece of work and passing it off as your own
Whenever you use words straight from a text, you should put quotation marks around them, and give a reference to show where the text came from.
Post ideas and discuss ICT and DiDA here.
Give your revision some visual style with a Bitesize revision map!
Technically the best ICT revision site in the world.


",5,BitGCSE
3350,"Put down that pen and listen to some Science audio.


",5,BitGCSE
5221,"(line 3). Clarke explains that this is ""water weed, and streams of water falling from the child's clothes"". It is a poignant
A visual representation of something; a mental picture; a persona that is presented to the world.
because the clothes sound beautiful, but are really deadly.
It is significant that her mother's hair was
(line 6): red is a colour that we associate with blood and life, in
A description of all the differences between two things (in this case, two texts).
(line 3) girl pulled from the water. The child becomes
(line 12) after receiving the kiss of life, as oxygen flows round her body again in her blood. Look at all the references to colour in the poem.
""my mother gave a stranger's child her breath""
(line 8) sounds miraculous: we are reminded of the first breath a new-born baby breathes, or a puppeteer in a fairy tale who makes his puppets come to life.
(line 18) is a beautiful way to describe how the mud is stirred up by the swans' feet.
suggests flowers - both at odds with the muddy water. Why did Clarke use these images?
The swans are more threatening with their
(line 20). Clarke explains, ""Swans can be fierce, and pretty scary to a child who thinks they are beautiful beings out of legend. The little girl nearly drowned. Did the swans try to take her to their kingdom under the water? That's the kind of story that haunted me when I was a child.""
The silent crowd is drawn by the dread of it (line 10): they can't stop watching. The
Words strung together with repeated (often initial) consonants, eg Max made many men mad.
sounds heavy and creates a sense of doom.
(line 17) personifies the weeping willow trees that are drooping over the water. Their lowest leaves are like fingers dabbling in the lake. Perhaps this is another idea from a fairy tale, where trees sometimes have magical powers ..
Words strung together with repeated (often initial) consonants, eg Max made many men mad.
Words that sound the same through the use of similar vowels or consonants, eg hot and slop or fold and filled.
are used to make the description more vivid. Look at:
after the treading, heavy webs of swans
as their wings beat and whistle on the air.
sounds imitate the sound and 'feel' of swans in flight.
Lines of poetry that make up a unit; verses.
In poetry, the use of words which have the same or a similar sound - eg 'flow' and 'bow' - to form a pattern of sound.
(for example, earth/breath and bowed/soaked), which creates the effect of a distant echo.
The fourth stanza contains one very long, sprawling sentence, broken over several line-ends: it's hard to grasp exactly what is being said, beyond the impressions of shadowy willows, murky water, and low-flying swans. This lends an obscure, dream-like feeling to the description.
Get some direction with a Bitesize revision map
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
6334,"This was the period of the Russian Revolution, two appalling world wars, the Holocaust and the Atom Bomb.
This table describes what society was like in 1912 and in 1945
The First World War would start in two years. Birling's optimistic view that there would not be a war is completely wrong.
The Second World War ended on 8 May 1945. People were recovering from nearly six years of warfare, danger and uncertainty.
There were strong distinctions between the upper and lower classes.
Class distinctions had been greatly reduced as a result of two world wars.
Women were subservient to men. All a well off women could do was get married; a poor woman was seen as cheap labour.
As a result of the wars, women had earned a more valued place in society.
The ruling classes saw no need to change the status quo.
There was a great desire for social change. Immediately after The Second World War, Clement Attlee's Labour Party won a landslide victory over Winston Churchill and the Conservatives.
Priestley deliberately set his play in 1912 because the date represented an era when all was very different from the time he was writing. In 1912, rigid class and gender boundaries seemed to ensure that nothing would change. Yet by 1945, most of those class and gender divisions had been breached. Priestley wanted to make the most of these changes. Through this play, he encourages people to seize the opportunity the end of the war had given them to build a better, more caring society.
Get some direction with a Bitesize revision map
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
7504,"Rod shaped bodies found in the nucleus of cells that contain genetic information (DNA).
The basic units of genetic material inherited from our parents. A gene is a section of DNA which controls part of a cell's chemistry - particularly protein production.
in the same places. But there are different versions of the same gene.
Different versions of the same gene are called
, which is pronounced al-eels. For example, the gene for eye colour has an allele for blue eye colour and an allele for brown. For any gene, a person may have the same two alleles, or two different ones.
Alleles may be either recessive or dominant.
allele only shows if the individual has two copies of it. For example, the allele for blue eyes is recessive. You need two copies of this allele to have blue eyes.
allele always shows, even if the individual only has one copy of it. For example, the allele for brown eyes is dominant. You only need one copy of it to have brown eyes. Two copies will still give you brown eyes.
Individuals A and B have brown eyes - only individual C has blue eyes
Only individual C will have blue eyes, because the allele for blue eyes is recessive.
because, even though they have brown eyes, they still carry the allele for blues eyes and can pass this allele on to future generations.
Fed up of reading? Try this activity!


",5,BitGCSE
6020,"The crisis of 1923 led to ordinary Germans supporting more extreme parties such as the Nazis, which only began in 1919 as a small political group. The Nazis appeared to offer a better future and something for everyone which gave them
In 1919, Adolf Hitler joined a small right-wing group called the
. He took over as its leader, and changed its name to the
, which - after the failure of the Munich Putsch in 1924 - Hitler explained further in his book 'Mein Kampf'.
- the need for 'living space' for the German nation to expand.
- the Treaty of Versailles should be abolished and all German-speaking people united in one country.
- the idea that there should be a single leader with complete power rather than a democracy.
- the idea that the Aryan race was superior and Jews were 'subhuman'.
- the idea that Germany should be economically self-sufficient.
- from Communists and Jews, who had to be destroyed.
Back to Germany 1918 - 1939 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
1584,"Traditionally, computer-based education training programs used separate multimedia components such as texts, images, audio clips and video clips, and presented them in a sequence decided by the
. Nowadays, multimedia in education allows the programs to be
Software or an application that is controlled or maintained solely by the user.
It has been shown that the use of multimedia teaching resources has helped many students to understand their studies better, and to remember things better, too.
Computer Tutor is an online e-learning resource
E-learning involves following a learning or education program through electronic means. Interest in e-learning is growing fast, because students can study at a time that suits them, almost wherever they live, and can study from home if they want.
Post ideas and discuss ICT and DiDA here.
Give your revision some visual style with a Bitesize revision map!
Technically the best ICT revision site in the world.


",5,BitGCSE
3141,"Read the question carefully. Identify the tenses you will need.
Writing a brief diagram or plan first will help focus your ideas.
Think about material you have prepared for your Presentation / Conversation - is any of it useful here?
Writing each task as a separate paragraph is a good way to organise your answer.
Try to keep the information in sequence - it helps to make sure everything has been covered and makes it easier to mark!
Use a suitable writing style - a
letter will need a date/address/an opening and a closing statement.
will not need any of these. Do not write a letter if asked for an account and vice versa.
Is it clear and easy to understand with no repetition of language?
Have you checked spelling and used a wide range of grammar structures?
Are the tenses used the correct ones? You will usually need to include the
Have you included a wide range of vocabulary, idioms and phrases and used them in a natural way? They add a lot to your writing.
Have you included link words where possible? eg.
Have you given an opinion / preference or point of view? eg.
Slim /N shlim go bhfuil... Shl m / Nor shl m go raibh... Bh / N raibh m ssta mar... T / Nl m ssta mar...
Have you developed the tasks where appropriate by adding some extra information? This will make your answer more varied and interesting.
Have you stuck to the word limit - not gone under and not gone over by too many words?
Have you covered each task? It is a good idea to tick each one off when completed.
Be sure to treat each task equally as they all carry equal marks.
You're not alone! Discuss your revision with others.
Get some direction with a Bitesize revision map
We've got the Northern Ireland curriculum covered.


",5,BitGCSE
6603,"This exercise should help you with a common question on the Foundation paper, which asks you to write a postcard of 30 - 40 words in German, including the answers to five questions.
Here are three examples of questions that require you to write a postcard. Read the answers carefully, as they have no mistakes in them. You may want to print them off and learn some of the standard phrases, to use in your exam.
Sie sind im Urlaub. Schreiben Sie eine Postkarte an ihren/ihre Brieffreund/in. Schreiben Sie nicht mehr als 40 Wrter.
Ich verbringe meine Ferien in Spanien. Ich bin fr eine Woche hier. Das Wetter ist sehr hei und das Essen schmeckt lecker. Wir fahren jeden Tag mit dem Rad in die Berge.
Du verbringst deine Ferien am Strand in Italien. Schreibe eine Postkarte an eine/einen Freundin/Freund.
Ich bin in Italien. Wir wohnen in einem Wohnwagen am Strand. Die Sonne scheint und es ist sehr hei. Gestern habe ich im Meer geschwommen. Ich esse jeden Tag Spaghetti und Eis.
Schreibe eine Postkarte an Lars mit folgenden Informationen.
zu Hause verbracht. Ich bin Rad gefahren, und habe ferngesehen. Mein Lieblingsessen war Pommes und Hamburger. Es hat jeden Tag geregnet. Ich mchte nchstes Jahr in die Berge fahren.
Use your language skills in this sinister game of intrigue and detection.
Learn to sprechen like a native with the BBC.


",5,BitGCSE
5229,"Always write an answer - you don't get any marks for leaving a gap! You can often have a good guess from the question what the answer might be.
After you have finished writing your answer there will be a pause before the next question. Use this time to read through the next question so you know exactly what you have to do.
French phrases and revision - blasted directly into your ear!
Use your language skills in this sinister game of intrigue and detection.
Parlez like a pro with BBC Languages.
Aiglon College - GCSE French interactive exercises/games


",5,BitGCSE
