Index,Text,Grade,Type
4380,"This Revision Bite will give you practice using pronouns
It comes before all parts of the verb:
(I went to the swimming pool) -->
(She's going to France next summer) -->
French phrases and revision - blasted directly into your ear!
It's the language of love, so sort out your pronouns and impress that special someone!
Parlez like a pro with BBC Languages.
Aiglon College - GCSE French interactive exercises/games


",5,BitGCSE
4443,"Light is one of the family of radiations called the electromagnetic spectrum. Some types of electromagnetic radiation are used to transmit information such as computer data, telephone calls and TV signals.
The pattern produced when white light shines through a prism is called the visible
A series of similar waves, arranged in order of wavelength or frequency.
The prism separates the mixture of colours in white light into the different colours red, orange, yellow, green, indigo and violet.
In fact, visible light is only part of the
The different types of electromagnetic radiation, arranged in order of frequency or wavelength.
. Its the part we can see.
For an activity that will pull you in!


",5,BitGCSE
3539,"There are two opposing historic images of the Depression in 1930s Britain:
- lines of broken, unemployed men, rows of shabby housing - and
- new washing machines, automobiles, electricity and cinemas.
In 1929, the Wall Street Crash plunged the USA into economic depression. The Americans were alarmed, so they called in their loans to other countries and put up customs barriers to stop imports of foreign goods. This created a depression across the rest of the world.
Unemployment in Britain rose to 2.5 million (25 per cent of the workforce) in 1933. Worst hit were the areas of heavy industry (eg coal, iron, steel, shipbuilding) in Northern Ireland, Scotland, Wales and the north of England. These industries were already struggling because they had not modernised after the war and had been badly affected by competition from other countries. The Depression meant that now these industries crumbled. For example, when the coal mine, the steel works and Palmer's shipyard closed down in Jarrow in the north-east of England, every single man in the town was made
laid off from work because they are no longer needed
The people of Jarrow organised a march to London - a crusade to seek help from the government, but they were told to go home and work out their own salvation'. In fact,
the government did not have a clue how to cope with the Depression
, and the policies it did put into action were either useless, or made matters worse.
Key industries closed in Jarrow sparking the Jarrow Crusade.
In the south-east of England where new
such as chemicals, electrical goods and automobiles had been developed,
. In fact, people with jobs benefited from the Depression because prices fell and they could buy more!
Back to Britain 1905 - 1951 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
2176,"A river changes shape as it flows from its source (where a river starts) to its mouth (where a river flows into a sea or lake). The shape of both the long profile (a slice through the river from source to mouth) and the cross profile (a slice across the river) changes.
of a river is often - but not always - in an upland area. Near the source, a river flows over steep slopes with an uneven surface. It often flows over a series of waterfalls and rapids. Highland areas are usually composed of hard igneous rocks, which are ideal for forming such features.
As it flows down the steep slopes the water performs
. This form of erosion cuts down towards the river bed and carves out steep sided
As the river flows towards the mouth, the slopes become less steep. Eventually the river will flow over flat land as it approaches the sea.
(amount of water flowing) will increase as the river approaches the sea.
Back to River landscapes and processes index
Deliver key Geographic sound bites direct to your ear!
News, issues and opinions from all around the UK.


",5,BitGCSE
6768,"Use your language skills in this sinister game of intrigue and detection.
Get some direction with a Bitesize revision map


",5,BitGCSE
2185,"Three factors can limit the speed of photosynthesis: light intensity, carbon dioxide concentration and temperature.
Without enough light, a plant cannot photosynthesise very quickly, even if there is plenty of water and carbon dioxide. Increasing the light intensity will boost the speed of photosynthesis.
Sometimes photosynthesis is limited by the concentration of carbon dioxide in the air. Even if there is plenty of light, a plant cannot photosynthesise if there is insufficient carbon dioxide.
If it gets too cold, the rate of photosynthesis will decrease. Plants cannot photosynthesise if it gets too hot.
If you plot the rate of photosynthesis against the levels of these three limiting factors, you get graphs like the ones above.
In practice, any one of these factors could limit the rate of photosynthesis.
Farmers can use their knowledge of these limiting factors to increase crop growth in greenhouses. They may use artificial light so that photosynthesis can continue beyond daylight hours, or in a higher-than-normal light intensity. The use of paraffin lamps inside a greenhouse increases the rate of photosynthesis because the burning paraffin produces carbon dioxide, and heat too.
Get some direction with a Bitesize revision map


",5,BitGCSE
2153,"This Revision Bite will help you construct simple accounts and understand how they are used.
Trading accounts and profit and loss accounts
At the end of every trading year a business prepares final accounts. These provide a financial summary of all their trading activity during the year.
The difference between sales revenue and the cost price of these sales.
(or loss) that the company has made. Profit is the money made by the business and equals income minus expenses.
The profit and loss account shows the
Gross profit minus expenses (eg wages, rent, rates, advertising etc) leaves net profit.
(or loss) made. The trading account and profit and loss account are often combined as one trading and profit and loss account so that both the gross and net profit can be displayed in the same set of accounts.
Get down to business and discuss Business Studies here.
Losing your way? Make a Bitesize revision map!
For news that really does the business!


",5,BitGCSE
5015,"In your local area there will probably be a battle between an out-of-town retail park and the town centre. This situation is an excellent case study for your examination and coursework. Examine the arguments for and against this development.
Get down to business and discuss Business Studies here.
Losing your way? Make a Bitesize revision map!
For news that really does the business!


",5,BitGCSE
6037,"In this Revision Bite you'll find some more ideas and examples to help you experiment with media, and to write up your results for AO3.
The reason you need to experiment with media is to see what's most suitable for your ideas - and you won't know until you've tried it! Keep your work journal near you as you work, and remember:
Write up your results, good and bad.
Consider surprising results too. Can these be adapted?
Explain what you've learned by writing up what you did.
Is the topic too narrow? Can you widen it out?
Make a note or sketch of anything that's important to you.
Do rough sketches and play with lots of ideas.
Work them out in your chosen media.
Visualise the final piece by drawing it. Consider colour, texture, scale, plus materials and techniques to be used.
Write it all down, or show sketches!
Back to AO3 - Develop and explore index
Post ideas and discuss Art and Design here.
Get some direction with a Bitesize revision map
Get creative! Find Art & Design tips and inspiration.


",5,BitGCSE
2494,"We have already looked at one aspect of language - in the section on
we saw how you could use short quotations as evidence.
We might want to say Don John is an aggressive and angry character. We can then support this view by looking at his language. He says that if he had a mouth he ""would bite"", and that he only has his unhappiness to make use of.
Here we are using two ways to provide evidence: words that are directly from the play are put in quotation marks, for example, ""I am a plain-dealing villain."" The second way is to describe what is said in your own words, for instance, Don John plans to stop Claudio's marriage to Hero. It is often good to combine these methods, perhaps quoting just one word from the play. For instance, Don John despises Claudio and calls him a ""start-up"" (an 'upstart' in modern English).
The one thing you should avoid is using a long quotation. Many students write out whole chunks of the play. This is just like retelling the story - there is no reason for it, and you will not get any marks for it.
Back to Much Ado About Nothing index
Read the full text online and make your own notes.
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
2638,"Germany's allies during the war also received treaties dealing with their punishment. These treaties were drawn up by officials and followed the principles set out in the Treaty of Versailles.
Four other treaties were made with the countries that had helped Germany during the war.
The Treaty of Versailles, however, was the template for these treaties, which were drawn up by officials (not by the big three) and which simply
Back to International relations 1900 - 1939 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
3353,"Created an anger in Germany that made many Germans support Hitler when he promised to destroy the Treaty. Also, it was so unfair that it undermined the confidence of western politicians to resist Hitler's demands, which many of them agreed with.
It was supposed to keep the peace, but it failed. It was too ambitious and badly organised. The group was betrayed by America, Britain and France and it was destroyed by Japan and Italy.
It is easy to argue that Hitler's actions pushed a Europe, which was desperate to be reasonable, into war. His invasions of Czechoslovakia and Poland went beyond correcting the mistakes of Versailles.
Some historians argue that Hitler would not have gone to war in 1939 if he had been faced with fighting Britain and France in the west and Russia and Poland in the east. Stalin gave Hitler the green light for war.
Back to International relations 1900 - 1939 index
Fed up with reading? Give your ears a treat and listen to some History audio.
All things historic - from ancient to modern.


",5,BitGCSE
261,"kill some plants but not others. This can be useful for getting rid of dandelions in a lawn without killing the grass, or getting rid of thistles in a field without killing the wheat plants. The selective weedkiller contains
that causes the weeds to grow too quickly. The weedkiller is absorbed in larger quantities by the weeds than the beneficial plants.
Rooting powder makes stem cuttings quickly develop
of fruits and others speed it up. These hormones and their inhibitors are useful for delaying ripening during
until conditions are ideal for growth. Hormones can be used to
the dormancy of a seed so it can germinate at all times of year. Buds and flowers can also be naturally dormant. Hormones can also be used to make plants grow bushier, make them flower or control the growth of hedge plants.
Give your revision some visual style with a Bitesize revision map!


",5,BitGCSE
6160,"The chance of receiving an electric shock can be reduced if:
An object that might become charged is connected to the Earth by an earth wire, so any charge immediately flows down the earth wire.
In a factory, machinery operators stand on insulating mats or wear shoes with insulating soles. This stops any charge flowing through them to the Earth.
Lorries containing inflammable gases, liquids and powders are connected to the Earth by an earth wire before being unloaded. This means charge immediately flows down the earth wire preventing a spark causing an explosion.
Give your revision some visual style with a Bitesize revision map!


",5,BitGCSE
3453,"Dynamics are alterations in the volume of a piece of music.
: sudden accent (just on that note)
Losing your way? Make a Bitesize revision map!
Find out more about making music and send us your performances.


",5,BitGCSE
